"","GaussianCurvature","PialVol","WhiteVol","Session","SUBJ","hemi","ROI","AvgThickness","logAvgThickness","TotalArea","logTotalArea","ExposedArea","logExposedArea","WhiteSurfArea","logWhiteSurfArea","GMvolume","localGI","k","K","S","I","Knorm","Snorm","Inorm","c","TotalArea_corrected","ExposedArea_corrected","localGI_corrected","logTotalArea_corrected","logExposedArea_corrected","k_corrected","K_corrected","I_corrected","S_corrected"
"1063",0,0,0,"3","SUBJ213","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",0,0,0,"3","SUBJ213","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065",0,0,0,"3","SUBJ214","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066",0,0,0,"3","SUBJ214","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067",0,0,0,"3","SUBJ214","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",0,0,0,"3","SUBJ214","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069",0,0,0,"3","SUBJ214","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070",0,0,0,"3","SUBJ214","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071",0,0,0,"3","SUBJ214","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072",0,0,0,"3","SUBJ214","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073",0,0,0,"3","SUBJ215","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074",0,0,0,"3","SUBJ215","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075",0,0,0,"3","SUBJ215","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076",0,0,0,"3","SUBJ215","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077",0,0,0,"3","SUBJ215","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",0,0,0,"3","SUBJ215","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079",0,0,0,"3","SUBJ215","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080",0,0,0,"3","SUBJ215","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081",0,0,0,"3","SUBJ216","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082",0,0,0,"3","SUBJ216","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083",0,0,0,"3","SUBJ216","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084",0,0,0,"3","SUBJ216","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085",0,0,0,"3","SUBJ216","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086",0,0,0,"3","SUBJ216","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087",0,0,0,"3","SUBJ216","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088",0,0,0,"3","SUBJ216","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089",0,0,0,"3","SUBJ217","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090",0,0,0,"3","SUBJ217","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091",0,0,0,"3","SUBJ217","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092",0,0,0,"3","SUBJ217","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093",0,0,0,"3","SUBJ217","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094",0,0,0,"3","SUBJ217","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095",0,0,0,"3","SUBJ217","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096",0,0,0,"3","SUBJ217","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097",0,0,0,"3","SUBJ218","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098",0,0,0,"3","SUBJ218","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099",0,0,0,"3","SUBJ218","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100",0,0,0,"3","SUBJ218","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101",0,0,0,"3","SUBJ218","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102",0,0,0,"3","SUBJ218","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103",0,0,0,"3","SUBJ218","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104",0,0,0,"3","SUBJ218","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105",0,0,0,"3","SUBJ219","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106",0,0,0,"3","SUBJ219","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107",0,0,0,"3","SUBJ219","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108",0,0,0,"3","SUBJ219","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109",0,0,0,"3","SUBJ219","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",0,0,0,"3","SUBJ219","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111",0,0,0,"3","SUBJ219","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112",0,0,0,"3","SUBJ219","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113",0,0,0,"3","SUBJ220","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114",0,0,0,"3","SUBJ220","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",0,0,0,"3","SUBJ220","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116",0,0,0,"3","SUBJ220","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117",0,0,0,"3","SUBJ220","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118",0,0,0,"3","SUBJ220","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119",0,0,0,"3","SUBJ220","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120",0,0,0,"3","SUBJ220","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121",0,0,0,"3","SUBJ222","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122",0,0,0,"3","SUBJ222","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",0,0,0,"3","SUBJ222","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",0,0,0,"3","SUBJ222","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125",0,0,0,"3","SUBJ222","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126",0,0,0,"3","SUBJ222","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127",0,0,0,"3","SUBJ222","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128",0,0,0,"3","SUBJ222","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",0,0,0,"3","SUBJ223","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130",0,0,0,"3","SUBJ223","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131",0,0,0,"3","SUBJ223","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",0,0,0,"3","SUBJ223","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",0,0,0,"3","SUBJ223","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134",0,0,0,"3","SUBJ223","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135",0,0,0,"3","SUBJ223","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",0,0,0,"3","SUBJ223","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137",0,0,0,"3","SUBJ225","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138",0,0,0,"3","SUBJ225","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139",0,0,0,"3","SUBJ225","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140",0,0,0,"3","SUBJ225","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141",0,0,0,"3","SUBJ225","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142",0,0,0,"3","SUBJ225","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143",0,0,0,"3","SUBJ225","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144",0,0,0,"3","SUBJ225","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145",0,0,0,"3","SUBJ227","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146",0,0,0,"3","SUBJ227","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147",0,0,0,"3","SUBJ227","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148",0,0,0,"3","SUBJ227","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149",0,0,0,"3","SUBJ227","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150",0,0,0,"3","SUBJ227","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151",0,0,0,"3","SUBJ227","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152",0,0,0,"3","SUBJ227","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153",0,0,0,"3","SUBJ228","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154",0,0,0,"3","SUBJ228","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155",0,0,0,"3","SUBJ228","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156",0,0,0,"3","SUBJ228","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157",0,0,0,"3","SUBJ228","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158",0,0,0,"3","SUBJ228","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159",0,0,0,"3","SUBJ228","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160",0,0,0,"3","SUBJ228","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161",0,0,0,"3","SUBJ229","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162",0,0,0,"3","SUBJ229","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163",0,0,0,"3","SUBJ229","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",0,0,0,"3","SUBJ229","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165",0,0,0,"3","SUBJ229","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166",0,0,0,"3","SUBJ229","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167",0,0,0,"3","SUBJ229","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168",0,0,0,"3","SUBJ229","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169",0,0,0,"3","SUBJ231","L","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170",0,0,0,"3","SUBJ231","R","F",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171",0,0,0,"3","SUBJ231","L","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172",0,0,0,"3","SUBJ231","R","P",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173",0,0,0,"3","SUBJ231","L","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174",0,0,0,"3","SUBJ231","R","T",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175",0,0,0,"3","SUBJ231","L","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176",0,0,0,"3","SUBJ231","R","O",0,-Inf,0,-Inf,0,-Inf,0,-Inf,0,NA,NA,NA,NA,-Inf,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
