"","Sample","ROI","c"
"5448","AOMICPIOP2","O",3.1267129319693
"5449","AOMICPIOP2","F",1.90201575489961
"5450","AOMICPIOP2","F",2.01190828502448
"5451","AOMICPIOP2","P",4.03347682533588
"5452","AOMICPIOP2","P",4.71001309427037
"5453","AOMICPIOP2","T",3.75952244538855
"5454","AOMICPIOP2","T",3.38454394125146
"5455","AOMICPIOP2","O",3.16461053534277
"5456","AOMICPIOP2","O",3.01371608659179
"5457","AOMICPIOP2","F",1.95578564741579
"5458","AOMICPIOP2","F",1.90858658580653
"5459","AOMICPIOP2","P",4.23546977539021
"5460","AOMICPIOP2","P",5.13229254398538
"5461","AOMICPIOP2","T",3.3851901398335
"5462","AOMICPIOP2","T",3.77853699436732
"5463","AOMICPIOP2","O",3.20364419356645
"5464","AOMICPIOP2","O",2.95360668400291
"5465","AOMICPIOP2","F",1.92287747706644
"5466","AOMICPIOP2","F",1.88378823075476
"5467","AOMICPIOP2","P",3.80484700831309
"5468","AOMICPIOP2","P",3.95185654798158
"5469","AOMICPIOP2","T",3.71430727353195
"5470","AOMICPIOP2","T",3.64874348086801
"5471","AOMICPIOP2","O",3.28219165433234
"5472","AOMICPIOP2","O",3.29118971767252
"5473","AOMICPIOP2","F",1.89605769541143
"5474","AOMICPIOP2","F",1.88013484284706
"5475","AOMICPIOP2","P",4.67057124361064
"5476","AOMICPIOP2","P",4.32931261905342
"5477","AOMICPIOP2","T",3.80273980196187
"5478","AOMICPIOP2","T",3.68564159210772
"5479","AOMICPIOP2","O",2.77977794092799
"5480","AOMICPIOP2","O",3.2241827545665
"5481","AOMICPIOP2","F",1.94014704212101
"5482","AOMICPIOP2","F",2.00851239819485
"5483","AOMICPIOP2","P",4.42109592007087
"5484","AOMICPIOP2","P",5.29386577319532
"5485","AOMICPIOP2","T",3.63572994343809
"5486","AOMICPIOP2","T",3.34941915547914
"5487","AOMICPIOP2","O",3.47471430193136
"5488","AOMICPIOP2","O",3.00356759819334
"5489","AOMICPIOP2","F",2.02781268981743
"5490","AOMICPIOP2","F",1.89847369684595
"5491","AOMICPIOP2","P",4.27722513109659
"5492","AOMICPIOP2","P",4.23260781224027
"5493","AOMICPIOP2","T",3.94735779838907
"5494","AOMICPIOP2","T",3.71094267033521
"5495","AOMICPIOP2","O",3.02916516895084
"5496","AOMICPIOP2","O",3.3164631564
"5497","AOMICPIOP2","F",1.93519703480935
"5498","AOMICPIOP2","F",1.91980562248148
"5499","AOMICPIOP2","P",4.13386666702005
"5500","AOMICPIOP2","P",4.4893919790398
"5501","AOMICPIOP2","T",3.66776234372973
"5502","AOMICPIOP2","T",3.50543257756495
"5503","AOMICPIOP2","O",3.49974670480822
"5504","AOMICPIOP2","O",3.00106940283923
"5505","AOMICPIOP2","F",1.86202232220904
"5506","AOMICPIOP2","F",1.92210202523473
"5507","AOMICPIOP2","P",4.38268375754051
"5508","AOMICPIOP2","P",4.16624408170599
"5509","AOMICPIOP2","T",4.06215608499103
"5510","AOMICPIOP2","T",3.90026720832831
"5511","AOMICPIOP2","O",3.30706962165979
"5512","AOMICPIOP2","O",3.42406539793591
"5513","AOMICPIOP2","F",1.90906619373784
"5514","AOMICPIOP2","F",1.78129895139522
"5515","AOMICPIOP2","P",4.83145777459942
"5516","AOMICPIOP2","P",5.12944319674418
"5517","AOMICPIOP2","T",4.17193182905659
"5518","AOMICPIOP2","T",4.26310992082302
"5519","AOMICPIOP2","O",2.80319277925386
"5520","AOMICPIOP2","O",3.16202408549241
"5521","AOMICPIOP2","F",1.94808880169738
"5522","AOMICPIOP2","F",1.89190018079091
"5523","AOMICPIOP2","P",4.7035857565357
"5524","AOMICPIOP2","P",3.95033667264557
"5525","AOMICPIOP2","T",3.96963907959109
"5526","AOMICPIOP2","T",3.59585944095567
"5527","AOMICPIOP2","O",2.38618816904091
"5528","AOMICPIOP2","O",2.97644898561051
"5529","AOMICPIOP2","F",1.96080360115743
"5530","AOMICPIOP2","F",1.97285820357885
"5531","AOMICPIOP2","P",4.44980413839944
"5532","AOMICPIOP2","P",4.00896330555569
"5533","AOMICPIOP2","T",4.27556336004201
"5534","AOMICPIOP2","T",3.64431713159966
"5535","AOMICPIOP2","O",3.57449604484303
"5536","AOMICPIOP2","O",3.08491303843207
"5537","AOMICPIOP2","F",1.83396069733839
"5538","AOMICPIOP2","F",1.89877216660523
"5539","AOMICPIOP2","P",4.20229316461884
"5540","AOMICPIOP2","P",4.20973982092104
"5541","AOMICPIOP2","T",3.85124276575755
"5542","AOMICPIOP2","T",3.46121116936795
"5543","AOMICPIOP2","O",3.1412652656125
"5544","AOMICPIOP2","O",3.38683005037523
"5545","AOMICPIOP2","F",1.9468713806934
"5546","AOMICPIOP2","F",1.85285979224227
"5547","AOMICPIOP2","P",4.57929372022806
"5548","AOMICPIOP2","P",3.90507285703573
"5549","AOMICPIOP2","T",4.05072702099224
"5550","AOMICPIOP2","T",4.24284808975653
"5551","AOMICPIOP2","O",3.18559004096338
"5552","AOMICPIOP2","O",3.20580840941461
"5553","AOMICPIOP2","F",1.92871015318388
"5554","AOMICPIOP2","F",1.85224988298504
"5555","AOMICPIOP2","P",4.4318367896679
"5556","AOMICPIOP2","P",4.7426192684774
"5557","AOMICPIOP2","T",3.46992859216116
"5558","AOMICPIOP2","T",3.51150351050432
"5559","AOMICPIOP2","O",2.96048991758623
"5560","AOMICPIOP2","O",2.96456872628511
"5561","AOMICPIOP2","F",1.96424177143676
"5562","AOMICPIOP2","F",1.96664348134399
"5563","AOMICPIOP2","P",5.59214337699736
"5564","AOMICPIOP2","P",5.5945507893195
"5565","AOMICPIOP2","T",4.37263068115274
"5566","AOMICPIOP2","T",4.55938330481289
"5567","AOMICPIOP2","O",3.41075790376062
"5568","AOMICPIOP2","O",2.75858391690271
"5569","AOMICPIOP2","F",1.8836538506306
"5570","AOMICPIOP2","F",1.9327592934957
"5571","AOMICPIOP2","P",4.22345884282524
"5572","AOMICPIOP2","P",4.27357029527075
"5573","AOMICPIOP2","T",3.83878581313338
"5574","AOMICPIOP2","T",3.76363491698516
"5575","AOMICPIOP2","O",3.23245413858703
"5576","AOMICPIOP2","O",2.98120960709733
"5577","AOMICPIOP2","F",1.89654987965703
"5578","AOMICPIOP2","F",1.93848316084167
"5579","AOMICPIOP2","P",4.54712974655444
"5580","AOMICPIOP2","P",4.27385414364269
"5581","AOMICPIOP2","T",4.05960200433222
"5582","AOMICPIOP2","T",3.80953401265345
"5583","AOMICPIOP2","O",3.19244964391048
"5584","AOMICPIOP2","O",3.12722453461883
"5585","AOMICPIOP2","F",2.04430366110695
"5586","AOMICPIOP2","F",1.91194196290556
"5587","AOMICPIOP2","P",4.62379721991952
"5588","AOMICPIOP2","P",3.58119251272125
"5589","AOMICPIOP2","T",3.97362712419473
"5590","AOMICPIOP2","T",4.05236523406416
"5591","AOMICPIOP2","O",3.24120337559145
"5592","AOMICPIOP2","O",3.42150949427889
"5593","AOMICPIOP2","F",1.78116976631723
"5594","AOMICPIOP2","F",1.93757486484802
"5595","AOMICPIOP2","P",4.74552532674962
"5596","AOMICPIOP2","P",3.61543757858812
"5597","AOMICPIOP2","T",4.10217738922528
"5598","AOMICPIOP2","T",4.08887992788219
"5599","AOMICPIOP2","O",3.4274848417137
"5600","AOMICPIOP2","O",3.54916570257133
"5601","AOMICPIOP2","F",1.98924138116026
"5602","AOMICPIOP2","F",1.8037863127146
"5603","AOMICPIOP2","P",4.3726811093183
"5604","AOMICPIOP2","P",4.38253308035136
"5605","AOMICPIOP2","T",4.13776489415522
"5606","AOMICPIOP2","T",3.99376084081878
"5607","AOMICPIOP2","O",2.90048858513354
"5608","AOMICPIOP2","O",3.2776394395345
"5609","AOMICPIOP2","F",1.98963180619598
"5610","AOMICPIOP2","F",2.03937093058708
"5611","AOMICPIOP2","P",5.82605421585717
"5612","AOMICPIOP2","P",4.69449378975478
"5613","AOMICPIOP2","T",4.08849703212582
"5614","AOMICPIOP2","T",4.47721718444414
"5615","AOMICPIOP2","O",2.99129907001321
"5616","AOMICPIOP2","O",3.40399038517141
"5617","AOMICPIOP2","F",1.878679456205
"5618","AOMICPIOP2","F",1.94692999477074
"5619","AOMICPIOP2","P",5.28901546095258
"5620","AOMICPIOP2","P",4.81374541863183
"5621","AOMICPIOP2","T",3.7691978746848
"5622","AOMICPIOP2","T",3.58892965974373
"5623","AOMICPIOP2","O",3.03199896875166
"5624","AOMICPIOP2","O",3.10504241857657
"5625","AOMICPIOP2","F",2.00504379764059
"5626","AOMICPIOP2","F",1.93876520870479
"5627","AOMICPIOP2","P",4.59295323946931
"5628","AOMICPIOP2","P",5.01026841663875
"5629","AOMICPIOP2","T",3.79975413135426
"5630","AOMICPIOP2","T",3.69459002290114
"5631","AOMICPIOP2","O",3.21412701172825
"5632","AOMICPIOP2","O",3.11497357319072
"5633","AOMICPIOP2","F",1.85757003867052
"5634","AOMICPIOP2","F",1.87782729693124
"5635","AOMICPIOP2","P",5.61075976639201
"5636","AOMICPIOP2","P",4.57974753927913
"5637","AOMICPIOP2","T",3.44949125721193
"5638","AOMICPIOP2","T",3.43976618012759
"5639","AOMICPIOP2","O",3.00147717312643
"5640","AOMICPIOP2","O",3.42403667556492
"5641","AOMICPIOP2","F",1.87837530129081
"5642","AOMICPIOP2","F",1.9677956511418
"5643","AOMICPIOP2","P",6.2888852806327
"5644","AOMICPIOP2","P",4.72069335649619
"5645","AOMICPIOP2","T",4.49451070467875
"5646","AOMICPIOP2","T",4.27280173136907
"5647","AOMICPIOP2","O",3.27974982662607
"5648","AOMICPIOP2","O",3.38133687593298
"5649","AOMICPIOP2","F",1.80603832452067
"5650","AOMICPIOP2","F",1.86047822286042
"5651","AOMICPIOP2","P",4.8137522351745
"5652","AOMICPIOP2","P",4.24748440499456
"5653","AOMICPIOP2","T",4.02787071872053
"5654","AOMICPIOP2","T",3.74376080320071
"5655","AOMICPIOP2","O",2.97610976349876
"5656","AOMICPIOP2","O",3.03177836401099
"5657","AOMICPIOP2","F",1.83578000772909
"5658","AOMICPIOP2","F",1.82905716711208
"5659","AOMICPIOP2","P",4.53195038412369
"5660","AOMICPIOP2","P",4.78881730602771
"5661","AOMICPIOP2","T",4.07517896351016
"5662","AOMICPIOP2","T",4.36777677353376
"5663","AOMICPIOP2","O",2.82750732680986
"5664","AOMICPIOP2","O",2.63091803128195
"5665","AOMICPIOP2","F",1.97343032705825
"5666","AOMICPIOP2","F",1.87491574204061
"5667","AOMICPIOP2","P",3.93427518999491
"5668","AOMICPIOP2","P",4.12830296144161
"5669","AOMICPIOP2","T",4.14102516935846
"5670","AOMICPIOP2","T",3.82518277704467
"5671","AOMICPIOP2","O",2.781856656378
"5672","AOMICPIOP2","O",2.83073301656705
"5673","AOMICPIOP2","F",1.875448938656
"5674","AOMICPIOP2","F",1.98434080363788
"5675","AOMICPIOP2","P",5.3597554362434
"5676","AOMICPIOP2","P",4.51595866730058
"5677","AOMICPIOP2","T",3.90553621800263
"5678","AOMICPIOP2","T",3.66683778401472
"5679","AOMICPIOP2","O",3.5731003487182
"5680","AOMICPIOP2","O",3.04321439402552
"5681","AOMICPIOP2","F",1.85617518882489
"5682","AOMICPIOP2","F",1.76125325358861
"5683","AOMICPIOP2","P",4.16375901143108
"5684","AOMICPIOP2","P",4.44079919009094
"5685","AOMICPIOP2","T",3.43729931158494
"5686","AOMICPIOP2","T",3.53639677559558
"5687","AOMICPIOP2","O",2.68976475704077
"5688","AOMICPIOP2","O",2.89636006651018
"5689","AOMICPIOP2","F",1.98703755622929
"5690","AOMICPIOP2","F",1.92882602566566
"5691","AOMICPIOP2","P",4.03503690899568
"5692","AOMICPIOP2","P",3.43188560465931
"5693","AOMICPIOP2","T",3.33685992599122
"5694","AOMICPIOP2","T",3.29227398107653
"5695","AOMICPIOP2","O",3.1943547674131
"5696","AOMICPIOP2","O",3.3489838013658
"5697","AOMICPIOP2","F",1.94510596193213
"5698","AOMICPIOP2","F",1.8184525474606
"5699","AOMICPIOP2","P",5.11223230803698
"5700","AOMICPIOP2","P",4.33550248990844
"5701","AOMICPIOP2","T",3.87325961274921
"5702","AOMICPIOP2","T",3.8021299446467
"5703","AOMICPIOP2","O",2.64450478114231
"5704","AOMICPIOP2","O",3.0092150698635
"5705","AOMICPIOP2","F",1.88953750507438
"5706","AOMICPIOP2","F",1.83397293855531
"5707","AOMICPIOP2","P",4.5607374349223
"5708","AOMICPIOP2","P",4.88791142195638
"5709","AOMICPIOP2","T",3.67157343848861
"5710","AOMICPIOP2","T",3.38545812126405
"5711","AOMICPIOP2","O",3.47012753370243
"5712","AOMICPIOP2","O",3.31551985372922
"5713","AOMICPIOP2","F",1.88045772788865
"5714","AOMICPIOP2","F",1.81709211806729
"5715","AOMICPIOP2","P",4.12839459643042
"5716","AOMICPIOP2","P",3.68490759475572
"5717","AOMICPIOP2","T",4.12839261293617
"5718","AOMICPIOP2","T",4.09118594863961
"5719","AOMICPIOP2","O",3.07530335475593
"5720","AOMICPIOP2","O",2.95034179661901
"5721","AOMICPIOP2","F",1.94940596160943
"5722","AOMICPIOP2","F",1.8341401127661
"5723","AOMICPIOP2","P",4.3328998500954
"5724","AOMICPIOP2","P",4.24619272098114
"5725","AOMICPIOP2","T",4.04957764169462
"5726","AOMICPIOP2","T",3.9714223669684
"5727","AOMICPIOP2","O",3.07034473909705
"5728","AOMICPIOP2","O",3.0042803749528
"5729","AOMICPIOP2","F",1.92085860350545
"5730","AOMICPIOP2","F",1.85909017084088
"5731","AOMICPIOP2","P",4.38900811290945
"5732","AOMICPIOP2","P",4.00350707778963
"5733","AOMICPIOP2","T",4.04815436629799
"5734","AOMICPIOP2","T",3.64688112086858
"5735","AOMICPIOP2","O",2.97317687060555
"5736","AOMICPIOP2","O",2.67482845128189
"5737","AOMICPIOP2","F",1.86676571969674
"5738","AOMICPIOP2","F",1.93441602903424
"5739","AOMICPIOP2","P",4.75118641197778
"5740","AOMICPIOP2","P",3.99719830829013
"5741","AOMICPIOP2","T",3.62621600742648
"5742","AOMICPIOP2","T",3.54570831884229
"5743","AOMICPIOP2","O",2.78899331097081
"5744","AOMICPIOP2","O",3.11813767430954
"5745","AOMICPIOP2","F",1.83421834450797
"5746","AOMICPIOP2","F",1.85829231106771
"5747","AOMICPIOP2","P",4.0011241499649
"5748","AOMICPIOP2","P",4.89671993035713
"5749","AOMICPIOP2","T",3.91049824785108
"5750","AOMICPIOP2","T",3.85042897477625
"5751","AOMICPIOP2","O",3.03639517360245
"5752","AOMICPIOP2","O",2.96133443877629
"5753","AOMICPIOP2","F",1.80593694306943
"5754","AOMICPIOP2","F",1.82574136505462
"5755","AOMICPIOP2","P",5.03820494482762
"5756","AOMICPIOP2","P",4.14665570036491
"5757","AOMICPIOP2","T",3.92496745257122
"5758","AOMICPIOP2","T",3.42584136071371
"5759","AOMICPIOP2","O",3.13783604172995
"5760","AOMICPIOP2","O",2.96809979122193
"5761","AOMICPIOP2","F",1.89104460496047
"5762","AOMICPIOP2","F",1.92259639704842
"5763","AOMICPIOP2","P",6.02156108342476
"5764","AOMICPIOP2","P",3.91852016316719
"5765","AOMICPIOP2","T",3.90163105880749
"5766","AOMICPIOP2","T",3.77501486149168
"5767","AOMICPIOP2","O",3.08973039682051
"5768","AOMICPIOP2","O",3.31208650370513
"5769","AOMICPIOP2","F",1.84620680541551
"5770","AOMICPIOP2","F",1.82611005047163
"5771","AOMICPIOP2","P",4.73159262805835
"5772","AOMICPIOP2","P",4.73255584069953
"5773","AOMICPIOP2","T",3.61280683780909
"5774","AOMICPIOP2","T",4.02190937835924
"5775","AOMICPIOP2","O",3.8247379751408
"5776","AOMICPIOP2","O",3.48417893179349
"5777","AOMICPIOP2","F",1.97231167566313
"5778","AOMICPIOP2","F",2.17471970776664
"5779","AOMICPIOP2","P",4.26654723364409
"5780","AOMICPIOP2","P",4.04493545975518
"5781","AOMICPIOP2","T",3.59113630814699
"5782","AOMICPIOP2","T",3.62510022823737
"5783","AOMICPIOP2","O",3.09268492655802
"5784","AOMICPIOP2","O",3.00433483309041
"5785","AOMICPIOP2","F",1.85288711076953
"5786","AOMICPIOP2","F",1.91669510578425
"5787","AOMICPIOP2","P",4.35234375471821
"5788","AOMICPIOP2","P",4.42653939823958
"5789","AOMICPIOP2","T",3.74087542016698
"5790","AOMICPIOP2","T",3.78586636880858
"5791","AOMICPIOP2","O",3.05079449384512
"5792","AOMICPIOP2","O",3.04858977307578
"5793","AOMICPIOP2","F",1.88747012639075
"5794","AOMICPIOP2","F",1.96174466273913
"5795","AOMICPIOP2","P",5.37701187438456
"5796","AOMICPIOP2","P",3.98326535039422
"5797","AOMICPIOP2","T",3.55220019121778
"5798","AOMICPIOP2","T",3.85439595192858
"5799","AOMICPIOP2","O",2.52804298478663
"5800","AOMICPIOP2","O",2.82707663999358
"5801","AOMICPIOP2","F",1.78832318388259
"5802","AOMICPIOP2","F",1.81638798519247
"5803","AOMICPIOP2","P",4.81197222831739
"5804","AOMICPIOP2","P",5.01908061919926
"5805","AOMICPIOP2","T",4.08591039116483
"5806","AOMICPIOP2","T",3.73264747934308
"5807","AOMICPIOP2","O",3.56417846864667
"5808","AOMICPIOP2","O",2.89015694002768
"5809","AOMICPIOP2","F",1.81167063983104
"5810","AOMICPIOP2","F",1.78783690755305
"5811","AOMICPIOP2","P",5.77647279382844
"5812","AOMICPIOP2","P",5.59066253752407
"5813","AOMICPIOP2","T",3.83218547981947
"5814","AOMICPIOP2","T",4.25574109912742
"5815","AOMICPIOP2","O",2.53486716122825
"5816","AOMICPIOP2","O",2.79104170954248
"5817","AOMICPIOP2","F",1.8607449877069
"5818","AOMICPIOP2","F",1.85787751896576
"5819","AOMICPIOP2","P",4.70883988192395
"5820","AOMICPIOP2","P",4.79941631417912
"5821","AOMICPIOP2","T",3.84457047005456
"5822","AOMICPIOP2","T",3.5925647980536
"5823","AOMICPIOP2","O",3.1076330999472
"5824","AOMICPIOP2","O",2.84261031742402
"5825","AOMICPIOP2","F",1.94179168283825
"5826","AOMICPIOP2","F",1.79756027964493
"5827","AOMICPIOP2","P",4.47921573913925
"5828","AOMICPIOP2","P",5.12577373097704
"5829","AOMICPIOP2","T",3.95455582776865
"5830","AOMICPIOP2","T",3.99242424017524
"5831","AOMICPIOP2","O",3.14990589449475
"5832","AOMICPIOP2","O",2.93259473760695
"5833","AOMICPIOP2","F",1.84447018336422
"5834","AOMICPIOP2","F",1.98100114625313
"5835","AOMICPIOP2","P",3.70755160236264
"5836","AOMICPIOP2","P",4.08551473971999
"5837","AOMICPIOP2","T",3.51218313794839
"5838","AOMICPIOP2","T",3.55485517489184
"5839","AOMICPIOP2","O",3.66954204198207
"5840","AOMICPIOP2","O",2.96986855484424
"5841","AOMICPIOP2","F",1.94768147263191
"5842","AOMICPIOP2","F",1.85314323578527
"5843","AOMICPIOP2","P",3.98830395991185
"5844","AOMICPIOP2","P",4.01850708831048
"5845","AOMICPIOP2","T",3.35400952868083
"5846","AOMICPIOP2","T",3.47829662744276
"5847","AOMICPIOP2","O",3.71279466453062
"5848","AOMICPIOP2","O",3.11339648536868
"5849","AOMICPIOP2","F",1.86018973813848
"5850","AOMICPIOP2","F",1.99026404124021
"5851","AOMICPIOP2","P",4.84970875627877
"5852","AOMICPIOP2","P",4.5933362062141
"5853","AOMICPIOP2","T",3.49066994063167
"5854","AOMICPIOP2","T",3.83921709063128
"5855","AOMICPIOP2","O",3.23329182962097
"5856","AOMICPIOP2","O",3.15954519815493
"5857","AOMICPIOP2","F",2.12720922990748
"5858","AOMICPIOP2","F",1.90097250062853
"5859","AOMICPIOP2","P",4.64725455592922
"5860","AOMICPIOP2","P",4.77346083460624
"5861","AOMICPIOP2","T",3.43960522522765
"5862","AOMICPIOP2","T",3.59373057730472
"5863","AOMICPIOP2","O",2.93214296200839
"5864","AOMICPIOP2","O",3.22382803303411
"5865","AOMICPIOP2","F",1.97724490155123
"5866","AOMICPIOP2","F",1.8241335557758
"5867","AOMICPIOP2","P",3.78310472679791
"5868","AOMICPIOP2","P",4.46211887382229
"5869","AOMICPIOP2","T",3.87857933263299
"5870","AOMICPIOP2","T",3.77204776391679
"5871","AOMICPIOP2","O",3.27786800159629
"5872","AOMICPIOP2","O",3.33966134278665
"5873","AOMICPIOP2","F",1.89803660004919
"5874","AOMICPIOP2","F",1.81920345602322
"5875","AOMICPIOP2","P",4.00641004567832
"5876","AOMICPIOP2","P",4.28260703455255
"5877","AOMICPIOP2","T",3.68097978227124
"5878","AOMICPIOP2","T",3.87386040656859
"5879","AOMICPIOP2","O",2.5144897340553
"5880","AOMICPIOP2","O",2.87235383605328
"5881","AOMICPIOP2","F",1.99792194496689
"5882","AOMICPIOP2","F",2.00244878507389
"5883","AOMICPIOP2","P",3.67889385629028
"5884","AOMICPIOP2","P",3.78181533652551
"5885","AOMICPIOP2","T",3.31964461152865
"5886","AOMICPIOP2","T",3.37032836226716
"5887","AOMICPIOP2","O",3.33931323192628
"5888","AOMICPIOP2","O",3.48979009812429
"5889","AOMICPIOP2","F",1.93095603906955
"5890","AOMICPIOP2","F",1.93967118786839
"5891","AOMICPIOP2","P",4.7784339163694
"5892","AOMICPIOP2","P",4.25017112524261
"5893","AOMICPIOP2","T",4.32047964834578
"5894","AOMICPIOP2","T",3.89701589345007
"5895","AOMICPIOP2","O",2.67783523493789
"5896","AOMICPIOP2","O",2.87849669636145
"5897","AOMICPIOP2","F",1.92819482047445
"5898","AOMICPIOP2","F",1.82740159771973
"5899","AOMICPIOP2","P",4.75805542423879
"5900","AOMICPIOP2","P",4.58553898038857
"5901","AOMICPIOP2","T",3.67465894266512
"5902","AOMICPIOP2","T",3.46775825275261
"5903","AOMICPIOP2","O",3.39360307944936
"5904","AOMICPIOP2","O",3.39878308652451
"5905","AOMICPIOP2","F",1.89407613006858
"5906","AOMICPIOP2","F",2.03655972552564
"5907","AOMICPIOP2","P",4.52077200952384
"5908","AOMICPIOP2","P",4.39206719752473
"5909","AOMICPIOP2","T",4.01259743485523
"5910","AOMICPIOP2","T",3.29268831649076
"5911","AOMICPIOP2","O",3.07196249196593
"5912","AOMICPIOP2","O",3.08444860938949
"5913","AOMICPIOP2","F",1.89127111000778
"5914","AOMICPIOP2","F",1.97927413323244
"5915","AOMICPIOP2","P",3.70400846977049
"5916","AOMICPIOP2","P",4.05213511006111
"5917","AOMICPIOP2","T",4.07534101677667
"5918","AOMICPIOP2","T",3.92898533215082
"5919","AOMICPIOP2","O",3.50170874938298
"5920","AOMICPIOP2","O",3.21312690877254
"5921","AOMICPIOP2","F",1.86760613153982
"5922","AOMICPIOP2","F",1.91001633870585
"5923","AOMICPIOP2","P",4.50733719346962
"5924","AOMICPIOP2","P",4.25643114767086
"5925","AOMICPIOP2","T",3.6488229623158
"5926","AOMICPIOP2","T",3.48048531210148
"5927","AOMICPIOP2","O",3.11627667494487
"5928","AOMICPIOP2","O",3.4681125657399
"5929","AOMICPIOP2","F",1.84907302942454
"5930","AOMICPIOP2","F",1.7816629136994
"5931","AOMICPIOP2","P",4.70512916246878
"5932","AOMICPIOP2","P",4.29917092667992
"5933","AOMICPIOP2","T",3.68656495521335
"5934","AOMICPIOP2","T",3.74869131299092
"5935","AOMICPIOP2","O",3.19318450591816
"5936","AOMICPIOP2","O",2.75129714327376
"5937","AOMICPIOP2","F",1.88211336821322
"5938","AOMICPIOP2","F",1.8652940037604
"5939","AOMICPIOP2","P",3.85391275704745
"5940","AOMICPIOP2","P",4.36971724551455
"5941","AOMICPIOP2","T",4.29648507830126
"5942","AOMICPIOP2","T",4.22610045626732
"5943","AOMICPIOP2","O",3.02168825463998
"5944","AOMICPIOP2","O",3.24971486984079
"5945","AOMICPIOP2","F",1.98816133489366
"5946","AOMICPIOP2","F",1.88296045182973
"5947","AOMICPIOP2","P",3.91952458584476
"5948","AOMICPIOP2","P",3.94414784802838
"5949","AOMICPIOP2","T",4.08755695634577
"5950","AOMICPIOP2","T",3.6129746569263
"5951","AOMICPIOP2","O",2.99658761753381
"5952","AOMICPIOP2","O",3.52219287928334
"5953","AOMICPIOP2","F",1.87659853807187
"5954","AOMICPIOP2","F",1.83017892951682
"5955","AOMICPIOP2","P",4.53286146357064
"5956","AOMICPIOP2","P",4.02248528906043
"5957","AOMICPIOP2","T",3.4084243423492
"5958","AOMICPIOP2","T",3.3508408216153
"5959","AOMICPIOP2","O",3.0545579860451
"5960","AOMICPIOP2","O",2.71148645535377
"5961","AOMICPIOP2","F",2.00719968926905
"5962","AOMICPIOP2","F",1.94978336584248
"5963","AOMICPIOP2","P",4.02617772154032
"5964","AOMICPIOP2","P",4.15772612016409
"5965","AOMICPIOP2","T",3.58969467906886
"5966","AOMICPIOP2","T",3.38120472088619
"5967","AOMICPIOP2","O",3.02729782831033
"5968","AOMICPIOP2","O",2.99494915500296
"5969","AOMICPIOP2","F",1.94505976654339
"5970","AOMICPIOP2","F",1.96882093153625
"5971","AOMICPIOP2","P",3.9444251363617
"5972","AOMICPIOP2","P",5.11159710723419
"5973","AOMICPIOP2","T",3.19394554511075
"5974","AOMICPIOP2","T",3.55282796337342
"5975","AOMICPIOP2","O",3.14581867982744
"5976","AOMICPIOP2","O",3.40068097780574
"5977","AOMICPIOP2","F",1.87825533697585
"5978","AOMICPIOP2","F",1.9156335243205
"5979","AOMICPIOP2","P",3.75273321848444
"5980","AOMICPIOP2","P",4.38480180052336
"5981","AOMICPIOP2","T",3.96867087715886
"5982","AOMICPIOP2","T",3.98026938552917
"5983","AOMICPIOP2","O",2.65508259738712
"5984","AOMICPIOP2","O",3.18859911777057
"5985","AOMICPIOP2","F",1.84918108518747
"5986","AOMICPIOP2","F",1.84350100418184
"5987","AOMICPIOP2","P",5.79830764147919
"5988","AOMICPIOP2","P",5.82201493815762
"5989","AOMICPIOP2","T",3.39942367420723
"5990","AOMICPIOP2","T",3.5494213599125
"5991","AOMICPIOP2","O",2.6784030083099
"5992","AOMICPIOP2","O",3.08395983806152
"5993","AOMICPIOP2","F",1.89067702702799
"5994","AOMICPIOP2","F",1.80337192619678
"5995","AOMICPIOP2","P",4.8312426615624
"5996","AOMICPIOP2","P",4.61271186008879
"5997","AOMICPIOP2","T",3.59027804682897
"5998","AOMICPIOP2","T",3.76245190954683
"5999","AOMICPIOP2","O",2.8133779972191
"6000","AOMICPIOP2","O",2.66565228684776
"6001","AOMICPIOP2","F",1.91870312841404
"6002","AOMICPIOP2","F",2.00740256381725
"6003","AOMICPIOP2","P",5.16446327343083
"6004","AOMICPIOP2","P",4.75605700187894
"6005","AOMICPIOP2","T",4.17133315374296
"6006","AOMICPIOP2","T",3.93614697834196
"6007","AOMICPIOP2","O",3.02135054095539
"6008","AOMICPIOP2","O",3.16957044215796
"6009","AOMICPIOP2","F",1.82028756104796
"6010","AOMICPIOP2","F",1.96012215895714
"6011","AOMICPIOP2","P",5.10114919135827
"6012","AOMICPIOP2","P",5.19231423384655
"6013","AOMICPIOP2","T",3.87227608037392
"6014","AOMICPIOP2","T",3.96485896169772
"6015","AOMICPIOP2","O",3.17009056751298
"6016","AOMICPIOP2","O",2.81446806067735
"6017","AOMICPIOP2","F",2.03619207511481
"6018","AOMICPIOP2","F",2.01142918248713
"6019","AOMICPIOP2","P",4.11354207888293
"6020","AOMICPIOP2","P",4.05144752431893
"6021","AOMICPIOP2","T",3.30102368830314
"6022","AOMICPIOP2","T",3.44028861500914
"6023","AOMICPIOP2","O",3.65185981317684
"6024","AOMICPIOP2","O",3.09421934069509
"6025","AOMICPIOP2","F",1.94817052766776
"6026","AOMICPIOP2","F",1.88172064361066
"6027","AOMICPIOP2","P",4.16408940587999
"6028","AOMICPIOP2","P",4.40428847034714
"6029","AOMICPIOP2","T",4.21502397252269
