"","Sample","ROI","c"
"14797","ADNI","F",1.77044690853669
"14798","ADNI","P",3.57300990757069
"14799","ADNI","T",3.46622086491504
"14800","ADNI","O",3.21838729474635
"14801","ADNI","F",1.80031204284445
"14802","ADNI","P",3.64578887505454
"14803","ADNI","T",3.31560345888982
"14804","ADNI","O",3.22695615849439
"14805","ADNI","F",1.72594871063083
"14806","ADNI","P",3.96651875938528
"14807","ADNI","T",3.42101383905013
"14808","ADNI","O",3.07995833564984
"14809","ADNI","F",1.75114854967872
"14810","ADNI","P",3.85705497909703
"14811","ADNI","T",3.53709498638647
"14812","ADNI","O",3.02769684466466
"14813","ADNI","F",1.73420698033132
"14814","ADNI","P",3.80591257853873
"14815","ADNI","T",3.46917767135078
"14816","ADNI","O",3.04819629724509
"14817","ADNI","F",1.75142584744749
"14818","ADNI","P",3.60911304009232
"14819","ADNI","T",3.53723579224239
"14820","ADNI","O",3.12605040956441
"14821","ADNI","F",1.79540873112804
"14822","ADNI","P",4.07510937062236
"14823","ADNI","T",3.73942029219356
"14824","ADNI","O",4.28509221282967
"14825","ADNI","F",1.80003095839754
"14826","ADNI","P",4.18096546118048
"14827","ADNI","T",3.78654430997786
"14828","ADNI","O",4.25376850352236
"14829","ADNI","F",1.79526214301898
"14830","ADNI","P",4.02068121679765
"14831","ADNI","T",3.62446769871576
"14832","ADNI","O",4.33932086468693
"14833","ADNI","F",1.8151903894657
"14834","ADNI","P",3.84764400446424
"14835","ADNI","T",3.72411735174813
"14836","ADNI","O",4.19464902740308
"14837","ADNI","F",2.03045215393393
"14838","ADNI","P",5.34433023409539
"14839","ADNI","T",3.78579766194185
"14840","ADNI","O",3.19759333784404
"14841","ADNI","F",2.02055469302085
"14842","ADNI","P",5.05183881777761
"14843","ADNI","T",3.89416649212626
"14844","ADNI","O",3.3042702418581
"14845","ADNI","F",1.97838892026662
"14846","ADNI","P",5.0223484926788
"14847","ADNI","T",3.84180515643726
"14848","ADNI","O",3.1713388933257
"14849","ADNI","F",1.88346260366939
"14850","ADNI","P",4.24968281355136
"14851","ADNI","T",3.47465297158391
"14852","ADNI","O",3.77803619727233
"14853","ADNI","F",1.95655974252802
"14854","ADNI","P",4.42488185268851
"14855","ADNI","T",3.45468599358885
"14856","ADNI","O",3.55140845100815
"14857","ADNI","F",1.93197510290249
"14858","ADNI","P",4.2192770817947
"14859","ADNI","T",3.46283589405479
"14860","ADNI","O",3.57579377544514
"14861","ADNI","F",1.91266348995372
"14862","ADNI","P",4.30105061038755
"14863","ADNI","T",3.37456626319631
"14864","ADNI","O",3.62327465512614
"14865","ADNI","F",1.93231494338903
"14866","ADNI","P",4.2865517014168
"14867","ADNI","T",3.47876364108437
"14868","ADNI","O",3.5613738023639
"14869","ADNI","F",1.79180919449699
"14870","ADNI","P",3.75418730086002
"14871","ADNI","T",3.14953291219331
"14872","ADNI","O",3.19475491686575
"14873","ADNI","F",1.76464837314911
"14874","ADNI","P",3.77568179170113
"14875","ADNI","T",3.18430198372482
"14876","ADNI","O",3.08523778957758
"14877","ADNI","F",1.90999945896964
"14878","ADNI","P",4.74303679039681
"14879","ADNI","T",3.57968546987636
"14880","ADNI","O",2.74011984042774
"14881","ADNI","F",1.91371073856204
"14882","ADNI","P",4.77293061138937
"14883","ADNI","T",3.50678537902152
"14884","ADNI","O",2.70652675691113
"14885","ADNI","F",1.86080249861776
"14886","ADNI","P",4.34389374263298
"14887","ADNI","T",3.48475910433104
"14888","ADNI","O",3.18644899961973
"14889","ADNI","F",1.83575593141788
"14890","ADNI","P",4.37201690785739
"14891","ADNI","T",3.57935631993162
"14892","ADNI","O",3.13262081029263
"14893","ADNI","F",1.84675616137287
"14894","ADNI","P",5.25471702715692
"14895","ADNI","T",3.92544006873544
"14896","ADNI","O",3.04308713413006
"14897","ADNI","F",1.80621945396513
"14898","ADNI","P",5.15576804628921
"14899","ADNI","T",3.87437318160678
"14900","ADNI","O",3.03766942687356
"14901","ADNI","F",1.93703636529027
"14902","ADNI","P",3.61931760014712
"14903","ADNI","T",3.34173305697487
"14904","ADNI","O",3.02230814141487
"14905","ADNI","F",1.98772774675721
"14906","ADNI","P",3.70636003345401
"14907","ADNI","T",3.35047741230824
"14908","ADNI","O",3.13601087108573
"14909","ADNI","F",1.96903799715039
"14910","ADNI","P",4.90158350631668
"14911","ADNI","T",3.64251406136811
"14912","ADNI","O",3.33352959711355
"14913","ADNI","F",2.01114146309303
"14914","ADNI","P",5.04043069599179
"14915","ADNI","T",3.76125166103744
"14916","ADNI","O",3.30348180909796
"14917","ADNI","F",1.97801980098801
"14918","ADNI","P",4.99380503479632
"14919","ADNI","T",3.75810730882434
"14920","ADNI","O",3.31615373035901
"14921","ADNI","F",1.96555609480511
"14922","ADNI","P",5.15316599173182
"14923","ADNI","T",3.79623628750714
"14924","ADNI","O",3.23365441806543
"14925","ADNI","F",1.98120805092049
"14926","ADNI","P",4.96018574579569
"14927","ADNI","T",3.65831228322163
"14928","ADNI","O",3.31693994622529
"14929","ADNI","F",2.03614725692135
"14930","ADNI","P",4.0716722344536
"14931","ADNI","T",3.26963541687373
"14932","ADNI","O",3.07466720232398
"14933","ADNI","F",1.98605980278182
"14934","ADNI","P",3.88745277601071
"14935","ADNI","T",3.27684299941902
"14936","ADNI","O",3.06408678605673
"14937","ADNI","F",1.98016681581147
"14938","ADNI","P",4.00187393866648
"14939","ADNI","T",3.23514255568153
"14940","ADNI","O",3.07181459948215
"14941","ADNI","F",1.94182326696139
"14942","ADNI","P",4.09998910559586
"14943","ADNI","T",3.29487314848472
"14944","ADNI","O",3.06975766934598
"14945","ADNI","F",1.99195785495827
"14946","ADNI","P",3.94143001675253
"14947","ADNI","T",3.16869944443222
"14948","ADNI","O",3.1374183421013
"14949","ADNI","F",1.73052145071164
"14950","ADNI","P",4.24628449639967
"14951","ADNI","T",3.89152769630245
"14952","ADNI","O",2.86328778928218
"14953","ADNI","F",1.79856290018349
"14954","ADNI","P",4.08995321868524
"14955","ADNI","T",3.66369328634887
"14956","ADNI","O",2.9782690321747
"14957","ADNI","F",1.80983980222989
"14958","ADNI","P",4.07388358328495
"14959","ADNI","T",3.74682733360381
"14960","ADNI","O",2.97508091974827
"14961","ADNI","F",2.10011372857533
"14962","ADNI","P",4.69691232674053
"14963","ADNI","T",3.46328832283147
"14964","ADNI","O",3.32084500142703
"14965","ADNI","F",2.09728342431012
"14966","ADNI","P",4.99189209463322
"14967","ADNI","T",3.32965531448338
"14968","ADNI","O",3.25267757902724
"14969","ADNI","F",2.08469505604987
"14970","ADNI","P",4.55423677450132
"14971","ADNI","T",3.55934539989868
"14972","ADNI","O",3.32022522381902
"14973","ADNI","F",2.09705705581309
"14974","ADNI","P",4.63510462121979
"14975","ADNI","T",3.52644968573381
"14976","ADNI","O",3.33346865632278
"14977","ADNI","F",2.07055293033396
"14978","ADNI","P",4.56535622051166
"14979","ADNI","T",3.71072800396561
"14980","ADNI","O",3.31539841915653
"14981","ADNI","F",1.81392210559592
"14982","ADNI","P",4.31496361273391
"14983","ADNI","T",3.34182065743952
"14984","ADNI","O",2.69130159834703
"14985","ADNI","F",1.79867115844329
"14986","ADNI","P",4.33439680325046
"14987","ADNI","T",3.28718693930344
"14988","ADNI","O",2.66209543815659
"14989","ADNI","F",1.82557716032019
"14990","ADNI","P",4.24888087647868
"14991","ADNI","T",3.32718017960976
"14992","ADNI","O",2.45135446935424
"14993","ADNI","F",1.77568236413792
"14994","ADNI","P",4.20454266271978
"14995","ADNI","T",3.38919571290875
"14996","ADNI","O",2.65603303753574
"14997","ADNI","F",1.81250519459851
"14998","ADNI","P",4.30333313429321
"14999","ADNI","T",3.47365757579942
"15000","ADNI","O",2.54110525940971
"15001","ADNI","F",1.89783954943322
"15002","ADNI","P",3.78604708862442
"15003","ADNI","T",3.59305361376594
"15004","ADNI","O",2.98300991292553
"15005","ADNI","F",1.89057568977394
"15006","ADNI","P",3.92056449110963
"15007","ADNI","T",3.67794517593345
"15008","ADNI","O",2.98753592856376
"15009","ADNI","F",1.88671974929035
"15010","ADNI","P",3.78334803249196
"15011","ADNI","T",3.68094312078806
"15012","ADNI","O",3.0347673537993
"15013","ADNI","F",1.86859720046651
"15014","ADNI","P",3.76554279149395
"15015","ADNI","T",3.81465835045364
"15016","ADNI","O",3.01429676103001
"15017","ADNI","F",1.88236764176927
"15018","ADNI","P",3.91834675096061
"15019","ADNI","T",3.65469463603241
"15020","ADNI","O",3.04280153916654
"15021","ADNI","F",1.83728755100783
"15022","ADNI","P",4.84580035334591
"15023","ADNI","T",3.51559462754978
"15024","ADNI","O",2.65376439470666
"15025","ADNI","F",1.84253487941162
"15026","ADNI","P",4.79211612733956
"15027","ADNI","T",3.52249527222608
"15028","ADNI","O",2.71388639434855
"15029","ADNI","F",1.87154722576785
"15030","ADNI","P",5.35389769478839
"15031","ADNI","T",3.62437140858342
"15032","ADNI","O",3.02656009893587
"15033","ADNI","F",1.87339826437759
"15034","ADNI","P",5.07462846056815
"15035","ADNI","T",3.57876054926399
"15036","ADNI","O",3.08688751502121
"15037","ADNI","F",1.87715769426798
"15038","ADNI","P",5.41273138404501
"15039","ADNI","T",3.53489920713422
"15040","ADNI","O",3.08849895432221
"15041","ADNI","F",1.87813442821966
"15042","ADNI","P",5.33529508251741
"15043","ADNI","T",3.57154101509772
"15044","ADNI","O",2.93392825129918
"15045","ADNI","F",1.9798448386049
"15046","ADNI","P",4.70055123334994
"15047","ADNI","T",3.62991450242175
"15048","ADNI","O",3.2360735202355
"15049","ADNI","F",1.94411971805402
"15050","ADNI","P",4.69208815650404
"15051","ADNI","T",3.58724439121206
"15052","ADNI","O",3.12332744715964
"15053","ADNI","F",1.77414756075055
"15054","ADNI","P",4.56273050264101
"15055","ADNI","T",3.85331896296757
"15056","ADNI","O",3.35697399438583
"15057","ADNI","F",1.87001711898238
"15058","ADNI","P",4.00048647335428
"15059","ADNI","T",3.19978699107824
"15060","ADNI","O",3.86519296122727
"15061","ADNI","F",1.81395856704175
"15062","ADNI","P",3.98975728530023
"15063","ADNI","T",3.29582749090862
"15064","ADNI","O",2.73900874869477
"15065","ADNI","F",1.86406935948893
"15066","ADNI","P",4.03169060630218
"15067","ADNI","T",3.36075531090052
"15068","ADNI","O",2.8399169584823
"15069","ADNI","F",1.92598546171243
"15070","ADNI","P",3.73464859883639
"15071","ADNI","T",3.32708966250967
"15072","ADNI","O",3.2799339150283
"15073","ADNI","F",1.90968415653214
"15074","ADNI","P",3.77394563908516
"15075","ADNI","T",3.49368529347517
"15076","ADNI","O",3.19834007415171
"15077","ADNI","F",1.89921528428532
"15078","ADNI","P",3.68846749497543
"15079","ADNI","T",3.36908021036261
"15080","ADNI","O",3.10021578202098
"15081","ADNI","F",1.85632552771694
"15082","ADNI","P",4.74600857413888
"15083","ADNI","T",3.62036549107654
"15084","ADNI","O",3.40255883037143
"15085","ADNI","F",1.848022162228
"15086","ADNI","P",4.16335628541682
"15087","ADNI","T",3.4853817841575
"15088","ADNI","O",3.41430327767202
"15089","ADNI","F",1.84058593915771
"15090","ADNI","P",4.35857534071942
"15091","ADNI","T",3.39455500461032
"15092","ADNI","O",3.31442796012085
"15093","ADNI","F",1.8263683979885
"15094","ADNI","P",4.40197835929388
"15095","ADNI","T",3.33786335842467
"15096","ADNI","O",3.49680111145942
"15097","ADNI","F",1.774968710254
"15098","ADNI","P",4.47325701295959
"15099","ADNI","T",3.57615397348486
"15100","ADNI","O",3.2063400154433
"15101","ADNI","F",1.8762214997159
"15102","ADNI","P",4.03778853110909
"15103","ADNI","T",3.64439244733078
"15104","ADNI","O",2.70749063125505
"15105","ADNI","F",1.85038386791467
"15106","ADNI","P",4.16087675522447
"15107","ADNI","T",3.597646861576
"15108","ADNI","O",2.68421501616477
"15109","ADNI","F",1.89623924065705
"15110","ADNI","P",4.01929892680774
"15111","ADNI","T",3.49470746700224
"15112","ADNI","O",2.63412489891226
"15113","ADNI","F",1.92041645362933
"15114","ADNI","P",4.15998088028313
"15115","ADNI","T",3.62717291284547
"15116","ADNI","O",2.53031117407479
"15117","ADNI","F",1.85535573797806
"15118","ADNI","P",4.08301275095226
"15119","ADNI","T",3.61648067662739
"15120","ADNI","O",2.72366852780517
"15121","ADNI","F",1.87290847866577
"15122","ADNI","P",4.71754035523212
"15123","ADNI","T",3.64312919291529
"15124","ADNI","O",2.83250608794256
"15125","ADNI","F",1.8532931123721
"15126","ADNI","P",4.8779930275349
"15127","ADNI","T",3.73156221644478
"15128","ADNI","O",2.80103128042189
"15129","ADNI","F",1.82579285663093
"15130","ADNI","P",4.81316960421377
"15131","ADNI","T",3.41834366172272
"15132","ADNI","O",2.69896214978301
"15133","ADNI","F",1.86612282477172
"15134","ADNI","P",4.72348729784816
"15135","ADNI","T",3.65036734594409
"15136","ADNI","O",2.79385126810415
"15137","ADNI","F",1.84182370055827
"15138","ADNI","P",4.72591617755646
"15139","ADNI","T",3.5366460029391
"15140","ADNI","O",2.62800214704264
"15141","ADNI","F",1.93813258267646
"15142","ADNI","P",3.77451427722558
"15143","ADNI","T",3.13301174673129
"15144","ADNI","O",3.50630372306747
"15145","ADNI","F",1.92562901182351
"15146","ADNI","P",3.82006176040301
"15147","ADNI","T",3.08764090871829
"15148","ADNI","O",3.52155247785562
"15149","ADNI","F",1.91755761180548
"15150","ADNI","P",3.71344741217753
"15151","ADNI","T",3.1193893342135
"15152","ADNI","O",3.84901587320246
"15153","ADNI","F",1.84690873576516
"15154","ADNI","P",5.48230721094754
"15155","ADNI","T",3.26713652790097
"15156","ADNI","O",2.97571661767029
"15157","ADNI","F",1.79456846806219
"15158","ADNI","P",5.27338038181814
"15159","ADNI","T",3.30915618445554
"15160","ADNI","O",3.32597277958913
"15161","ADNI","F",1.91822713589629
"15162","ADNI","P",5.07064030662045
"15163","ADNI","T",3.20488465787045
"15164","ADNI","O",3.35867144127691
"15165","ADNI","F",1.91496422692696
"15166","ADNI","P",5.28952885225934
"15167","ADNI","T",3.59768374811147
"15168","ADNI","O",3.05399910787778
"15169","ADNI","F",2.05431664611038
"15170","ADNI","P",3.72262881678637
"15171","ADNI","T",3.74734784318509
"15172","ADNI","O",3.34179790861008
"15173","ADNI","F",2.05533470224825
"15174","ADNI","P",3.72887913305468
"15175","ADNI","T",3.75701185556807
"15176","ADNI","O",3.33625182013144
"15177","ADNI","F",1.99293549494239
"15178","ADNI","P",3.73369803062836
"15179","ADNI","T",3.78733600588157
"15180","ADNI","O",3.36703294072312
"15181","ADNI","F",2.00339317956323
"15182","ADNI","P",3.70592500517246
"15183","ADNI","T",3.76492362649824
"15184","ADNI","O",3.46807018714697
"15185","ADNI","F",1.9354928857353
"15186","ADNI","P",4.28657513238456
"15187","ADNI","T",3.59310559837002
"15188","ADNI","O",2.82733003086816
"15189","ADNI","F",1.95458098214773
"15190","ADNI","P",4.31625260931794
"15191","ADNI","T",3.76700091556409
"15192","ADNI","O",2.86740189470688
"15193","ADNI","F",1.9239383805254
"15194","ADNI","P",4.02563184433295
"15195","ADNI","T",3.63739822151787
"15196","ADNI","O",2.79599951121867
"15197","ADNI","F",1.8788227539181
"15198","ADNI","P",5.57984835949968
"15199","ADNI","T",3.73265525070941
"15200","ADNI","O",2.68105471983566
"15201","ADNI","F",1.85189369304749
"15202","ADNI","P",5.4210176641623
"15203","ADNI","T",3.69426870383197
"15204","ADNI","O",2.71924875421576
"15205","ADNI","F",1.8959764765113
"15206","ADNI","P",5.51027015871318
"15207","ADNI","T",3.90733298973149
"15208","ADNI","O",2.65108240086552
"15209","ADNI","F",1.91726225130633
"15210","ADNI","P",5.42594696538501
"15211","ADNI","T",3.92408163700565
"15212","ADNI","O",2.80836871063962
"15213","ADNI","F",1.94028819107143
"15214","ADNI","P",5.51899864384083
"15215","ADNI","T",3.93856658096869
"15216","ADNI","O",2.7966320073481
"15217","ADNI","F",1.96143054610582
"15218","ADNI","P",4.60965795926113
"15219","ADNI","T",3.45577037284402
"15220","ADNI","O",3.57167019917234
"15221","ADNI","F",1.9452468798048
"15222","ADNI","P",4.69985416141329
"15223","ADNI","T",3.41254119258936
"15224","ADNI","O",3.54514886923479
"15225","ADNI","F",1.97622179109201
"15226","ADNI","P",4.47120497808964
"15227","ADNI","T",3.46254584201183
"15228","ADNI","O",3.57506259939441
"15229","ADNI","F",1.94425132306353
"15230","ADNI","P",4.17939432677765
"15231","ADNI","T",3.47576450416471
"15232","ADNI","O",3.60322147960523
"15233","ADNI","F",1.74104596851496
"15234","ADNI","P",6.90596451955279
"15235","ADNI","T",3.52981426798748
"15236","ADNI","O",2.90151363699542
"15237","ADNI","F",1.79955816044135
"15238","ADNI","P",6.10072055097517
"15239","ADNI","T",3.57999105067569
"15240","ADNI","O",2.71038040279724
"15241","ADNI","F",1.77123401961149
"15242","ADNI","P",6.09336929412577
"15243","ADNI","T",3.53518401076721
"15244","ADNI","O",2.7136515846495
"15245","ADNI","F",1.83279263885517
"15246","ADNI","P",5.83589180795933
"15247","ADNI","T",3.42617177431929
"15248","ADNI","O",2.84948816114485
"15249","ADNI","F",1.77111413336139
"15250","ADNI","P",6.12803004892523
"15251","ADNI","T",3.56288916257506
"15252","ADNI","O",2.74955353939094
"15253","ADNI","F",1.98938332133101
"15254","ADNI","P",3.60070068591307
"15255","ADNI","T",3.69610422983148
"15256","ADNI","O",3.57640243950759
"15257","ADNI","F",1.9778004715091
"15258","ADNI","P",3.64257059751204
"15259","ADNI","T",3.67949510934587
"15260","ADNI","O",3.39589004181431
"15261","ADNI","F",1.92764229332648
"15262","ADNI","P",4.70365555789234
"15263","ADNI","T",4.08558244677207
"15264","ADNI","O",3.07447617731313
"15265","ADNI","F",1.97203498137806
"15266","ADNI","P",4.32641829880883
"15267","ADNI","T",3.8013243604104
"15268","ADNI","O",3.09195318964836
"15269","ADNI","F",1.87986404697879
"15270","ADNI","P",4.5880248665091
"15271","ADNI","T",3.37377769166218
"15272","ADNI","O",3.29891335458833
"15273","ADNI","F",1.89438794362186
"15274","ADNI","P",4.79788487766761
"15275","ADNI","T",3.45277633022295
"15276","ADNI","O",3.21442971802173
"15277","ADNI","F",1.90696197724527
"15278","ADNI","P",4.79837960671185
"15279","ADNI","T",3.43343738347207
"15280","ADNI","O",3.10697119750356
"15281","ADNI","F",1.87578838604882
"15282","ADNI","P",4.51683745827236
"15283","ADNI","T",3.44331494957202
"15284","ADNI","O",3.35291657793796
"15285","ADNI","F",1.9430683480807
"15286","ADNI","P",4.79335887865129
"15287","ADNI","T",3.42924804042555
"15288","ADNI","O",3.27414193052337
"15289","ADNI","F",1.89035980242086
"15290","ADNI","P",4.83309129067397
"15291","ADNI","T",3.23977784908766
"15292","ADNI","O",3.16491029985694
"15293","ADNI","F",1.86514609857436
"15294","ADNI","P",4.85988688604047
"15295","ADNI","T",3.46387462584868
"15296","ADNI","O",3.28261387481481
"15297","ADNI","F",1.85133982747967
"15298","ADNI","P",4.72830023651357
"15299","ADNI","T",3.30944940328527
"15300","ADNI","O",3.02170676143894
"15301","ADNI","F",1.88340429918808
"15302","ADNI","P",4.60751301596665
"15303","ADNI","T",3.31671182759703
"15304","ADNI","O",3.00856592762299
"15305","ADNI","F",1.85746355555493
"15306","ADNI","P",4.7012611534179
"15307","ADNI","T",3.45635187629926
"15308","ADNI","O",3.23223289750223
"15309","ADNI","F",1.94416976906105
"15310","ADNI","P",3.79778307279681
"15311","ADNI","T",3.56659098475924
"15312","ADNI","O",2.8262645241736
"15313","ADNI","F",1.92168375628847
"15314","ADNI","P",3.82056075907272
"15315","ADNI","T",3.37880956784421
"15316","ADNI","O",2.7611557354075
"15317","ADNI","F",1.93220911643946
"15318","ADNI","P",3.77033482476445
"15319","ADNI","T",3.49617218931181
"15320","ADNI","O",2.77142868851467
"15321","ADNI","F",1.92320259842989
"15322","ADNI","P",3.86637082755755
"15323","ADNI","T",3.38440775597543
"15324","ADNI","O",2.78903187965364
"15325","ADNI","F",1.9385089179793
"15326","ADNI","P",3.73233596935907
"15327","ADNI","T",3.49297798945851
"15328","ADNI","O",2.77713198155105
"15329","ADNI","F",1.83208848905153
"15330","ADNI","P",4.38694327211426
"15331","ADNI","T",3.21170338069293
"15332","ADNI","O",3.01695214728688
"15333","ADNI","F",1.84622307909181
"15334","ADNI","P",4.55300917524737
"15335","ADNI","T",2.93969149346587
"15336","ADNI","O",3.17342932663878
"15337","ADNI","F",1.84303772478127
"15338","ADNI","P",4.6159043896457
"15339","ADNI","T",3.1085720619531
"15340","ADNI","O",3.12735277198643
"15341","ADNI","F",1.86621279094325
"15342","ADNI","P",4.50621105284634
"15343","ADNI","T",2.96376587818677
"15344","ADNI","O",2.99570392228516
"15345","ADNI","F",1.86793529714672
"15346","ADNI","P",4.51764455703644
"15347","ADNI","T",3.18714541215815
"15348","ADNI","O",3.08514172908563
"15349","ADNI","F",2.1320594156121
"15350","ADNI","P",4.41384963800604
"15351","ADNI","T",3.77635751023798
"15352","ADNI","O",2.75391241215942
"15353","ADNI","F",2.08099584609321
"15354","ADNI","P",4.39992534111931
"15355","ADNI","T",3.77105058110313
"15356","ADNI","O",2.80002011977173
"15357","ADNI","F",2.0807337432149
"15358","ADNI","P",4.30063370227026
"15359","ADNI","T",3.74920792864948
"15360","ADNI","O",2.67818797739496
"15361","ADNI","F",2.07234565664648
"15362","ADNI","P",4.39802673923723
"15363","ADNI","T",3.79556530606647
"15364","ADNI","O",2.75230150840252
"15365","ADNI","F",2.04237336665532
"15366","ADNI","P",4.64952494305788
"15367","ADNI","T",3.61306082656122
"15368","ADNI","O",2.70099256301475
"15369","ADNI","F",1.96960628746319
"15370","ADNI","P",5.77291294492384
"15371","ADNI","T",3.53628958465568
"15372","ADNI","O",2.89794492137999
"15373","ADNI","F",1.93605579891876
"15374","ADNI","P",5.78265669149979
"15375","ADNI","T",3.49516701601885
"15376","ADNI","O",2.94363543789522
"15377","ADNI","F",1.91680547444971
"15378","ADNI","P",4.23871915631764
"15379","ADNI","T",3.53494465599111
"15380","ADNI","O",2.80532820897123
"15381","ADNI","F",1.91722789906683
"15382","ADNI","P",4.25749254695603
"15383","ADNI","T",3.68313667494421
"15384","ADNI","O",2.74048899519278
"15385","ADNI","F",1.95162249649414
"15386","ADNI","P",4.31849648247997
"15387","ADNI","T",3.5646663363187
"15388","ADNI","O",2.80598571206396
"15389","ADNI","F",1.91378310619548
"15390","ADNI","P",4.22984847342218
"15391","ADNI","T",3.51164021944004
"15392","ADNI","O",2.75949332868001
"15393","ADNI","F",1.85260301162429
"15394","ADNI","P",4.71073175182921
"15395","ADNI","T",3.31222179081393
"15396","ADNI","O",2.71209756013432
"15397","ADNI","F",1.80379742075342
"15398","ADNI","P",4.68598521853277
"15399","ADNI","T",3.27703542172195
"15400","ADNI","O",2.84190790376942
"15401","ADNI","F",1.84917426807265
"15402","ADNI","P",4.79498043640279
"15403","ADNI","T",3.24018788892968
"15404","ADNI","O",2.71492407674708
"15405","ADNI","F",1.813473378593
"15406","ADNI","P",5.07728409445768
"15407","ADNI","T",3.21407121037958
"15408","ADNI","O",2.76209397904706
"15409","ADNI","F",1.83984067905342
"15410","ADNI","P",4.34694556524184
"15411","ADNI","T",3.66916527369677
"15412","ADNI","O",3.30175267217118
"15413","ADNI","F",1.84471249947858
"15414","ADNI","P",4.14386536123344
"15415","ADNI","T",3.65679562041706
"15416","ADNI","O",3.28851910840246
"15417","ADNI","F",1.85085424287303
"15418","ADNI","P",4.22442732614027
"15419","ADNI","T",3.62558393670263
"15420","ADNI","O",3.14416073814126
"15421","ADNI","F",1.81375744956498
"15422","ADNI","P",4.16809150471411
"15423","ADNI","T",3.78851506300481
"15424","ADNI","O",3.28278870384551
"15425","ADNI","F",1.83896277365325
"15426","ADNI","P",5.06632055251222
"15427","ADNI","T",3.65544212805755
"15428","ADNI","O",2.86124487921319
"15429","ADNI","F",1.85652494982291
"15430","ADNI","P",5.06959049309957
"15431","ADNI","T",3.43057004143119
"15432","ADNI","O",2.8336099385456
"15433","ADNI","F",1.98265484382845
"15434","ADNI","P",3.85341216633664
"15435","ADNI","T",3.28814268851786
"15436","ADNI","O",2.77603703483958
"15437","ADNI","F",1.98099739801618
"15438","ADNI","P",3.57216803671042
"15439","ADNI","T",3.88427862217488
"15440","ADNI","O",2.79520439007315
"15441","ADNI","F",1.82702241463268
"15442","ADNI","P",4.62389363423985
"15443","ADNI","T",3.56122885298384
"15444","ADNI","O",2.69662899732255
"15445","ADNI","F",1.82671043398862
"15446","ADNI","P",4.42733972966707
"15447","ADNI","T",3.58037402167546
"15448","ADNI","O",2.8993005510683
"15449","ADNI","F",1.87718521040782
"15450","ADNI","P",4.64029473290299
"15451","ADNI","T",3.51004315363193
"15452","ADNI","O",2.91778526984144
"15453","ADNI","F",1.84114647966831
"15454","ADNI","P",4.73683002898085
"15455","ADNI","T",3.58590481201365
"15456","ADNI","O",2.82136899858795
"15457","ADNI","F",1.74133140994236
"15458","ADNI","P",3.98020383559819
"15459","ADNI","T",3.25138037839846
"15460","ADNI","O",3.13979974601734
"15461","ADNI","F",1.71561066699899
"15462","ADNI","P",3.92105789374153
"15463","ADNI","T",3.38416957428434
"15464","ADNI","O",3.26743382490012
"15465","ADNI","F",1.87824790444479
"15466","ADNI","P",5.15510364841849
"15467","ADNI","T",3.51721935991259
"15468","ADNI","O",3.27844918898527
"15469","ADNI","F",1.88644900227116
"15470","ADNI","P",5.21991636687259
"15471","ADNI","T",3.41104386370114
"15472","ADNI","O",3.2063933255492
"15473","ADNI","F",1.91708002774033
"15474","ADNI","P",4.69261679942628
"15475","ADNI","T",4.14390600334362
"15476","ADNI","O",3.46328343482288
"15477","ADNI","F",2.01055874498348
"15478","ADNI","P",4.38695574226641
"15479","ADNI","T",3.69430992469881
"15480","ADNI","O",3.44334866794493
"15481","ADNI","F",1.97605384032605
"15482","ADNI","P",4.54799704871563
"15483","ADNI","T",3.71690855421642
"15484","ADNI","O",3.2584260738241
"15485","ADNI","F",1.99188837242152
"15486","ADNI","P",4.66500453863419
"15487","ADNI","T",3.72011671976496
"15488","ADNI","O",3.43147212939989
"15489","ADNI","F",1.85107871176885
"15490","ADNI","P",4.59981412892842
"15491","ADNI","T",3.67984230112477
"15492","ADNI","O",3.03871378244666
"15493","ADNI","F",1.86748497892813
"15494","ADNI","P",4.49410403257402
"15495","ADNI","T",3.65462983683945
"15496","ADNI","O",3.07599279788707
"15497","ADNI","F",1.88384350129192
"15498","ADNI","P",4.63392750866834
"15499","ADNI","T",3.55003112580348
"15500","ADNI","O",3.07960585545201
"15501","ADNI","F",1.96590232056145
"15502","ADNI","P",4.88235505502246
"15503","ADNI","T",3.93497599761053
"15504","ADNI","O",3.22101309423452
"15505","ADNI","F",1.95622548853116
"15506","ADNI","P",4.87729985755886
"15507","ADNI","T",3.97916024007069
"15508","ADNI","O",3.14762418280514
"15509","ADNI","F",1.81754756394482
"15510","ADNI","P",4.26660085829253
"15511","ADNI","T",3.78830546333473
"15512","ADNI","O",3.14632429057083
"15513","ADNI","F",2.12025820494689
"15514","ADNI","P",3.77145156829658
"15515","ADNI","T",3.25177683468162
"15516","ADNI","O",3.0144472837765
"15517","ADNI","F",2.08110511432015
"15518","ADNI","P",3.89772178138381
"15519","ADNI","T",3.59007903474458
"15520","ADNI","O",2.90133526956902
"15521","ADNI","F",2.16093394708049
"15522","ADNI","P",3.6811118190745
"15523","ADNI","T",3.84298559913998
"15524","ADNI","O",3.04412351873322
"15525","ADNI","F",1.8987118334422
"15526","ADNI","P",4.29331554579612
"15527","ADNI","T",3.38851166763772
"15528","ADNI","O",3.14915157890617
"15529","ADNI","F",1.83009925452608
"15530","ADNI","P",4.41193857594865
"15531","ADNI","T",3.46906425334759
"15532","ADNI","O",3.13227422066406
