rh.aparc.area	bankssts	caudalanteriorcingulate	caudalmiddlefrontal	cuneus	entorhinal	fusiform	inferiorparietal	inferiortemporal	isthmuscingulate	lateraloccipital	lateralorbitofrontal	lingual	medialorbitofrontal	middletemporal	parahippocampal	paracentral	parsopercularis	parsorbitalis	parstriangularis	pericalcarine	postcentral	posteriorcingulate	precentral	precuneus	rostralanteriorcingulate	rostralmiddlefrontal	superiorfrontal	superiorparietal	superiortemporal	supramarginal	frontalpole	temporalpole	transversetemporal	insula	WhiteSurfArea	BrainSegVolNotVent	eTIV
SUBJ051/SUBJ051_ses-1.long.SUBJ051_tmpl	724.0	758.0	1804.0	1345.0	366.0	2445.0	5111.0	3048.0	855.0	4671.0	2351.0	2849.0	1812.0	3402.0	610.0	1459.0	1004.0	676.0	1066.0	1297.0	3866.0	1059.0	4592.0	3881.0	536.0	5540.0	6620.0	5602.0	3198.0	3913.0	172.0	493.0	285.0	2422.0	79745.3	1063701.0	1686376.3605
SUBJ051/SUBJ051_ses-2	649.0	689.0	1973.0	1340.0	386.0	2398.0	5135.0	3022.0	746.0	4611.0	2599.0	2817.0	1862.0	3407.0	653.0	1472.0	948.0	731.0	1027.0	1285.0	3882.0	1065.0	4866.0	3871.0	520.0	5880.0	6618.0	5681.0	3246.0	3925.0	204.0	494.0	305.0	2059.0	80352.9	1036619.0	1700178.97419
SUBJ051/SUBJ051_ses-2.long.SUBJ051_tmpl	698.0	731.0	1818.0	1339.0	366.0	2402.0	5133.0	2951.0	825.0	4660.0	2391.0	2768.0	1775.0	3306.0	612.0	1469.0	980.0	668.0	1026.0	1275.0	3840.0	1056.0	4786.0	3799.0	522.0	5714.0	6644.0	5677.0	3191.0	3916.0	165.0	480.0	291.0	2446.0	79716.3	1023893.0	1686376.3605
SUBJ053/SUBJ053_ses-1	1005.0	749.0	1950.0	1502.0	472.0	2772.0	4797.0	3098.0	1005.0	6072.0	3354.0	3359.0	1931.0	3998.0	637.0	1555.0	1226.0	993.0	1961.0	1508.0	3871.0	1191.0	4719.0	4612.0	702.0	8178.0	7256.0	5374.0	4499.0	3769.0	292.0	486.0	382.0	2519.0	91785.3	1214790.0	1752962.99226
SUBJ053/SUBJ053_ses-1.long.SUBJ053_tmpl	958.0	766.0	1947.0	1470.0	472.0	2723.0	4887.0	3024.0	1068.0	6055.0	3308.0	3372.0	2019.0	4126.0	667.0	1506.0	1231.0	984.0	1991.0	1569.0	3945.0	1197.0	4693.0	4707.0	751.0	8289.0	7396.0	5262.0	4592.0	3772.0	328.0	509.0	403.0	2635.0	92615.4	1204795.0	1748556.17237
SUBJ053/SUBJ053_ses-2	1032.0	828.0	1965.0	1544.0	459.0	2715.0	4979.0	3072.0	1055.0	6140.0	3073.0	3436.0	1896.0	4099.0	670.0	1562.0	1287.0	1006.0	1987.0	1541.0	3998.0	1202.0	4865.0	4756.0	752.0	8577.0	7559.0	5389.0	4720.0	3878.0	299.0	514.0	382.0	2999.0	94231.8	1220549.0	1747895.98472
SUBJ053/SUBJ053_ses-2.long.SUBJ053_tmpl	976.0	779.0	1922.0	1445.0	473.0	2698.0	4913.0	2970.0	1100.0	6058.0	3262.0	3361.0	1988.0	4090.0	668.0	1547.0	1243.0	997.0	2010.0	1543.0	3956.0	1192.0	4782.0	4714.0	759.0	8331.0	7481.0	5351.0	4603.0	3784.0	341.0	561.0	396.0	2652.0	92943.8	1207611.0	1748556.17237
SUBJ053/SUBJ053_ses-3	1096.0	812.0	1974.0	1552.0	449.0	2854.0	4807.0	3077.0	1070.0	6054.0	3319.0	3432.0	1950.0	4151.0	665.0	1554.0	1367.0	969.0	1932.0	1532.0	3943.0	1252.0	4831.0	4685.0	707.0	8419.0	7434.0	5312.0	4514.0	3845.0	329.0	504.0	409.0	2713.0	93504.1	1213002.0	1753018.84099
SUBJ053/SUBJ053_ses-3.long.SUBJ053_tmpl	949.0	762.0	1894.0	1443.0	475.0	2701.0	4868.0	2992.0	1055.0	6054.0	3260.0	3365.0	1982.0	4066.0	671.0	1520.0	1237.0	987.0	1973.0	1533.0	3975.0	1187.0	4740.0	4669.0	746.0	8221.0	7414.0	5291.0	4576.0	3731.0	328.0	539.0	400.0	2634.0	92219.6	1205683.0	1748556.17237
SUBJ055/SUBJ055_ses-1	621.0	537.0	1774.0	1612.0	318.0	2434.0	4194.0	2550.0	867.0	4427.0	2834.0	2871.0	1779.0	2448.0	505.0	1508.0	1125.0	826.0	1454.0	1297.0	3696.0	1055.0	4624.0	3438.0	403.0	5636.0	6685.0	4800.0	2854.0	3224.0	281.0	439.0	278.0	2355.0	75742.3	962559.0	1479239.4276
SUBJ055/SUBJ055_ses-1.long.SUBJ055_tmpl	635.0	523.0	1907.0	1593.0	319.0	2509.0	4162.0	2522.0	859.0	4314.0	2664.0	2748.0	1724.0	2534.0	560.0	1508.0	1150.0	725.0	1411.0	1358.0	3700.0	1045.0	4588.0	3358.0	429.0	5587.0	6587.0	4749.0	2907.0	3152.0	269.0	458.0	258.0	2463.0	75274.4	951204.0	1478414.13862
SUBJ057/SUBJ057_ses-1	747.0	533.0	1410.0	1464.0	445.0	2926.0	5160.0	2741.0	753.0	5361.0	2653.0	3097.0	1697.0	3324.0	549.0	1291.0	1413.0	633.0	1593.0	1258.0	3235.0	949.0	4113.0	3191.0	415.0	5536.0	6007.0	4158.0	3529.0	3023.0	284.0	507.0	350.0	2059.0	76398.9	970383.0	1411153.06456
SUBJ057/SUBJ057_ses-1.long.SUBJ057_tmpl	772.0	528.0	1433.0	1544.0	498.0	2988.0	5151.0	2716.0	757.0	5417.0	2526.0	3193.0	1710.0	3287.0	556.0	1284.0	1370.0	623.0	1610.0	1292.0	3215.0	954.0	4214.0	3213.0	423.0	5652.0	6066.0	4187.0	3481.0	3067.0	277.0	525.0	291.0	2493.0	77311.8	978314.0	1412071.47885
SUBJ065/SUBJ065_ses-1	879.0	588.0	2135.0	1683.0	525.0	3002.0	4699.0	3400.0	963.0	4976.0	2568.0	3209.0	1785.0	3550.0	546.0	1445.0	1279.0	690.0	1415.0	1634.0	3675.0	1152.0	4900.0	3586.0	576.0	6014.0	7976.0	4576.0	3664.0	3743.0	274.0	568.0	317.0	2560.0	84550.2	993969.0	1599941.0985
SUBJ065/SUBJ065_ses-1.long.SUBJ065_tmpl	908.0	610.0	2132.0	1667.0	572.0	2938.0	4712.0	3315.0	974.0	4979.0	2611.0	3100.0	1858.0	3459.0	569.0	1482.0	1118.0	690.0	1369.0	1733.0	3680.0	1163.0	4927.0	3501.0	562.0	5947.0	7969.0	4626.0	3406.0	3605.0	278.0	451.0	314.0	2654.0	83793.0	978039.0	1583838.57892
SUBJ065/SUBJ065_ses-2	1024.0	635.0	2456.0	1828.0	426.0	3695.0	5483.0	4302.0	1157.0	5688.0	3165.0	3593.0	2232.0	4598.0	754.0	1670.0	1378.0	935.0	1723.0	1619.0	3987.0	1355.0	5356.0	4048.0	628.0	6623.0	9029.0	5139.0	4294.0	4367.0	339.0	538.0	389.0	2830.0	97279.5	1093003.0	1608799.36432
SUBJ065/SUBJ065_ses-2.long.SUBJ065_tmpl	921.0	600.0	2197.0	1694.0	560.0	3052.0	5040.0	3358.0	938.0	5128.0	2725.0	3167.0	1782.0	3593.0	586.0	1485.0	1150.0	830.0	1460.0	1697.0	3732.0	1106.0	4962.0	3609.0	481.0	6010.0	7792.0	4871.0	3447.0	3915.0	319.0	437.0	330.0	2727.0	85700.1	978737.0	1583838.57892
SUBJ067/SUBJ067_ses-1	719.0	504.0	1751.0	922.0	477.0	2492.0	3864.0	3100.0	634.0	3496.0	2043.0	1781.0	1522.0	3102.0	508.0	1393.0	1003.0	636.0	1162.0	856.0	3974.0	862.0	5113.0	2951.0	388.0	6003.0	6169.0	4558.0	3160.0	3420.0	225.0	511.0	280.0	2306.0	71747.1	929717.0	1428959.95656
SUBJ067/SUBJ067_ses-1.long.SUBJ067_tmpl	660.0	515.0	1780.0	965.0	402.0	2518.0	3834.0	3039.0	628.0	3505.0	2101.0	1799.0	1545.0	3004.0	525.0	1319.0	937.0	554.0	1102.0	901.0	3885.0	911.0	4735.0	2908.0	393.0	5616.0	6115.0	4400.0	3142.0	3360.0	218.0	454.0	281.0	2242.0	70291.7	920714.0	1424836.77979
SUBJ067/SUBJ067_ses-2	683.0	510.0	1677.0	972.0	463.0	2477.0	4038.0	3358.0	689.0	3504.0	2086.0	1715.0	1526.0	3182.0	530.0	1288.0	1022.0	538.0	1183.0	945.0	3914.0	871.0	4908.0	2977.0	354.0	6326.0	6194.0	4590.0	3226.0	3518.0	256.0	489.0	309.0	2157.0	72475.3	922463.0	1423416.87661
SUBJ067/SUBJ067_ses-2.long.SUBJ067_tmpl	661.0	502.0	1735.0	976.0	383.0	2476.0	3932.0	3048.0	702.0	3502.0	2220.0	1767.0	1359.0	3106.0	513.0	1269.0	944.0	622.0	1096.0	894.0	3837.0	905.0	4590.0	2902.0	350.0	5891.0	6164.0	4497.0	3134.0	3438.0	250.0	435.0	316.0	2305.0	70718.8	907229.0	1424836.77979
SUBJ070/SUBJ070_ses-1	727.0	593.0	1317.0	1363.0	311.0	2285.0	3637.0	2309.0	682.0	4139.0	2239.0	2696.0	1633.0	2673.0	538.0	1220.0	1303.0	739.0	1199.0	1377.0	3049.0	908.0	3912.0	2844.0	552.0	5063.0	6233.0	4221.0	2824.0	2882.0	291.0	367.0	262.0	2189.0	68569.0	815925.0	1410236.81775
SUBJ070/SUBJ070_ses-1.long.SUBJ070_tmpl	670.0	615.0	1293.0	1324.0	283.0	2251.0	3501.0	2344.0	665.0	3973.0	2509.0	2647.0	1734.0	2598.0	523.0	1177.0	1230.0	703.0	1198.0	1380.0	3041.0	975.0	3966.0	2854.0	567.0	4885.0	6454.0	4065.0	2897.0	2888.0	298.0	385.0	256.0	2215.0	68366.2	798119.0	1407378.95741
SUBJ071/SUBJ071_ses-1	836.0	656.0	2078.0	1381.0	428.0	2603.0	4593.0	3237.0	751.0	4476.0	1963.0	2457.0	1250.0	3601.0	565.0	1445.0	1469.0	606.0	1344.0	1362.0	3273.0	1001.0	4477.0	3138.0	441.0	5671.0	6835.0	4911.0	3467.0	3388.0	251.0	587.0	302.0	2471.0	77305.1	1014979.0	1518383.55494
SUBJ071/SUBJ071_ses-1.long.SUBJ071_tmpl	843.0	629.0	2088.0	1424.0	451.0	2562.0	4443.0	3206.0	689.0	4275.0	2000.0	2515.0	1344.0	3602.0	573.0	1430.0	1443.0	574.0	1297.0	1296.0	3280.0	1030.0	4394.0	3185.0	434.0	5610.0	6698.0	4875.0	3586.0	3597.0	263.0	539.0	285.0	2235.0	76694.5	1007458.0	1516941.55268
SUBJ073/SUBJ073_ses-1	760.0	537.0	2356.0	1759.0	411.0	3681.0	6742.0	3940.0	1072.0	5694.0	3044.0	3564.0	2160.0	3733.0	681.0	1688.0	1716.0	915.0	1908.0	1893.0	4636.0	1352.0	5021.0	5384.0	521.0	8019.0	7651.0	6468.0	3624.0	4266.0	320.0	541.0	289.0	2746.0	99078.8	1259978.0	1755207.26134
SUBJ073/SUBJ073_ses-1.long.SUBJ073_tmpl	788.0	576.0	2355.0	1774.0	403.0	3596.0	6517.0	3821.0	1047.0	5439.0	3061.0	3549.0	2206.0	3635.0	686.0	1684.0	1668.0	915.0	1946.0	1945.0	4556.0	1344.0	4915.0	5360.0	528.0	7718.0	7505.0	6384.0	3561.0	4293.0	296.0	561.0	283.0	2394.0	97310.6	1246353.0	1756156.5889
SUBJ073/SUBJ073_ses-2	781.0	587.0	2512.0	1814.0	447.0	3649.0	6719.0	3769.0	1050.0	5442.0	3340.0	3585.0	2160.0	3710.0	660.0	1692.0	1673.0	958.0	1996.0	1977.0	4608.0	1320.0	5121.0	5407.0	559.0	8123.0	7611.0	6511.0	3656.0	4350.0	295.0	564.0	283.0	2459.0	99383.9	1244050.0	1757967.1714
SUBJ073/SUBJ073_ses-2.long.SUBJ073_tmpl	787.0	589.0	2350.0	1815.0	397.0	3599.0	6571.0	3762.0	1073.0	5395.0	3253.0	3473.0	2174.0	3633.0	687.0	1666.0	1681.0	926.0	1959.0	1952.0	4582.0	1318.0	5034.0	5321.0	534.0	7834.0	7503.0	6316.0	3586.0	4274.0	304.0	563.0	284.0	2444.0	97636.1	1231992.0	1756156.5889
SUBJ074/SUBJ074_ses-1	870.0	642.0	2495.0	2165.0	374.0	2698.0	4781.0	2735.0	602.0	6285.0	2431.0	3669.0	1914.0	3399.0	692.0	1547.0	1337.0	717.0	1624.0	2111.0	4157.0	683.0	5009.0	3987.0	614.0	6633.0	6191.0	5685.0	3604.0	3829.0	241.0	461.0	284.0	2423.0	86875.1	1077765.0	1743992.01832
SUBJ074/SUBJ074_ses-1.long.SUBJ074_tmpl	892.0	768.0	2417.0	2210.0	372.0	2713.0	4700.0	2781.0	928.0	6220.0	2562.0	3628.0	1738.0	3341.0	649.0	1503.0	1345.0	715.0	1597.0	1984.0	4150.0	1035.0	4871.0	3953.0	615.0	6407.0	6113.0	5539.0	3758.0	3775.0	258.0	437.0	323.0	2069.0	86366.6	1057297.0	1752425.18383
SUBJ074/SUBJ074_ses-2	918.0	567.0	2581.0	2209.0	384.0	2727.0	5065.0	2912.0	666.0	6446.0	2447.0	3678.0	1584.0	3353.0	626.0	1555.0	1382.0	726.0	1682.0	2042.0	4437.0	716.0	5134.0	4014.0	572.0	7063.0	6545.0	5742.0	3871.0	3977.0	245.0	473.0	336.0	2385.0	88965.8	1070514.0	1763736.75114
SUBJ074/SUBJ074_ses-2.long.SUBJ074_tmpl	873.0	698.0	2423.0	2141.0	386.0	2660.0	4705.0	2718.0	870.0	6117.0	2450.0	3507.0	1513.0	3268.0	620.0	1555.0	1328.0	701.0	1571.0	1963.0	4296.0	765.0	5053.0	3902.0	559.0	6499.0	6136.0	5573.0	3770.0	3850.0	246.0	450.0	309.0	2060.0	85536.5	1030872.0	1752425.18383
SUBJ075/SUBJ075_ses-1	807.0	533.0	2252.0	1254.0	469.0	2878.0	5403.0	3341.0	818.0	4330.0	2872.0	2840.0	1618.0	3442.0	616.0	1404.0	1199.0	703.0	1236.0	1286.0	3396.0	1144.0	4762.0	3732.0	460.0	6181.0	7466.0	4949.0	4089.0	3505.0	227.0	458.0	387.0	2291.0	82342.7	1052163.0	1707901.23796
SUBJ075/SUBJ075_ses-1.long.SUBJ075_tmpl	787.0	571.0	2224.0	1263.0	476.0	2836.0	5363.0	3393.0	827.0	4337.0	2747.0	2849.0	1624.0	3432.0	584.0	1391.0	1133.0	700.0	1203.0	1303.0	3439.0	1140.0	4625.0	3696.0	477.0	5909.0	7539.0	4956.0	4106.0	3486.0	289.0	519.0	361.0	2570.0	82155.2	1039781.0	1706321.42449
SUBJ076/SUBJ076_ses-1	942.0	646.0	2153.0	1417.0	541.0	2951.0	5763.0	2924.0	961.0	4433.0	2984.0	2681.0	2191.0	4065.0	778.0	1515.0	1544.0	979.0	1464.0	1297.0	4218.0	1304.0	4919.0	3647.0	477.0	6758.0	8438.0	5261.0	3883.0	4169.0	267.0	504.0	335.0	2694.0	89000.6	1144905.0	1867033.26377
SUBJ076/SUBJ076_ses-1.long.SUBJ076_tmpl	915.0	627.0	2095.0	1405.0	533.0	3074.0	5688.0	2958.0	940.0	4557.0	2960.0	2704.0	2098.0	4019.0	735.0	1540.0	1500.0	931.0	1501.0	1327.0	4245.0	1318.0	4774.0	3699.0	493.0	6579.0	8304.0	5234.0	3943.0	4086.0	268.0	445.0	317.0	2633.0	88436.1	1128149.0	1866142.92566
SUBJ079/SUBJ079_ses-1	795.0	556.0	2120.0	1521.0	310.0	2415.0	4574.0	2595.0	634.0	4445.0	2971.0	3217.0	2309.0	3535.0	654.0	1893.0	1311.0	1030.0	1910.0	1527.0	3768.0	901.0	4835.0	3671.0	626.0	5971.0	7563.0	5334.0	3666.0	3286.0	295.0	430.0	298.0	2522.0	83485.0	1080375.0	1680086.52946
SUBJ079/SUBJ079_ses-1.long.SUBJ079_tmpl	846.0	418.0	2010.0	1499.0	329.0	2247.0	4623.0	2566.0	579.0	4408.0	2819.0	3152.0	2068.0	3333.0	669.0	1827.0	1289.0	984.0	1841.0	1510.0	3643.0	806.0	4818.0	3662.0	635.0	5886.0	7271.0	5292.0	3609.0	3302.0	340.0	441.0	281.0	2943.0	81945.0	1076351.0	1685211.21231
SUBJ079/SUBJ079_ses-2	827.0	563.0	2112.0	1574.0	328.0	2401.0	4577.0	2658.0	577.0	4555.0	2900.0	3111.0	2079.0	3443.0	634.0	1796.0	1232.0	998.0	1925.0	1547.0	3745.0	838.0	5053.0	3654.0	645.0	5978.0	7442.0	5559.0	3658.0	3314.0	323.0	458.0	302.0	2857.0	83643.4	1078184.0	1679040.9717
SUBJ079/SUBJ079_ses-2.long.SUBJ079_tmpl	848.0	476.0	2013.0	1523.0	317.0	2242.0	4654.0	2566.0	613.0	4478.0	2827.0	3122.0	2076.0	3318.0	674.0	1755.0	1265.0	975.0	1869.0	1528.0	3716.0	808.0	4971.0	3636.0	622.0	5869.0	7247.0	5407.0	3634.0	3333.0	315.0	425.0	277.0	2900.0	82296.0	1067010.0	1685211.21231
SUBJ079/SUBJ079_ses-3	818.0	397.0	2092.0	1620.0	320.0	2412.0	4520.0	2648.0	546.0	4485.0	2755.0	3138.0	2038.0	3456.0	639.0	1819.0	1250.0	970.0	1912.0	1502.0	3660.0	616.0	4976.0	3633.0	628.0	5778.0	7396.0	5274.0	3611.0	3191.0	306.0	464.0	306.0	2957.0	82077.8	1065683.0	1687771.9604
SUBJ079/SUBJ079_ses-3.long.SUBJ079_tmpl	847.0	422.0	1974.0	1495.0	322.0	2240.0	4617.0	2562.0	773.0	4330.0	2798.0	3136.0	1988.0	3327.0	657.0	1769.0	1240.0	951.0	1859.0	1471.0	3644.0	790.0	4826.0	3627.0	632.0	5788.0	7218.0	5277.0	3578.0	3255.0	294.0	458.0	270.0	2906.0	81340.7	1054682.0	1685211.21231
SUBJ080/SUBJ080_ses-1	815.0	713.0	2240.0	1424.0	435.0	2608.0	4748.0	2706.0	792.0	4717.0	2565.0	2563.0	1515.0	2858.0	541.0	1258.0	1386.0	700.0	1432.0	1520.0	3512.0	1169.0	4824.0	3612.0	553.0	5270.0	6852.0	5411.0	3022.0	2691.0	234.0	489.0	261.0	1947.0	77378.4	1039493.0	1391635.95969
SUBJ080/SUBJ080_ses-1.long.SUBJ080_tmpl	805.0	677.0	2216.0	1356.0	442.0	2604.0	4765.0	2698.0	798.0	4676.0	2410.0	2525.0	1551.0	2865.0	539.0	1186.0	1386.0	693.0	1417.0	1568.0	3500.0	1164.0	4766.0	3524.0	503.0	5163.0	6730.0	5382.0	2934.0	2705.0	213.0	431.0	284.0	1946.0	76422.2	1033870.0	1400490.59269
SUBJ080/SUBJ080_ses-2	791.0	667.0	2295.0	1348.0	455.0	2635.0	4802.0	2738.0	778.0	4635.0	2289.0	2595.0	1695.0	2858.0	568.0	1244.0	1412.0	682.0	1447.0	1486.0	3494.0	1157.0	4902.0	3494.0	528.0	5209.0	6730.0	5384.0	2954.0	2735.0	217.0	439.0	263.0	1966.0	76888.7	1022275.0	1383508.76144
SUBJ080/SUBJ080_ses-2.long.SUBJ080_tmpl	801.0	670.0	2214.0	1308.0	431.0	2563.0	4717.0	2701.0	774.0	4675.0	2367.0	2482.0	1543.0	2842.0	547.0	1192.0	1371.0	679.0	1396.0	1521.0	3434.0	1152.0	4719.0	3488.0	499.0	5103.0	6634.0	5385.0	2900.0	2662.0	213.0	422.0	270.0	1900.0	75570.9	1013302.0	1400490.59269
SUBJ080/SUBJ080_ses-3	838.0	626.0	2165.0	1386.0	396.0	2685.0	4787.0	2625.0	805.0	4531.0	2613.0	2685.0	1698.0	2750.0	539.0	1207.0	1379.0	679.0	1421.0	1572.0	3551.0	1145.0	4733.0	3630.0	521.0	4719.0	6500.0	5283.0	3060.0	2662.0	246.0	399.0	263.0	1860.0	75942.3	1027205.0	1395467.66276
SUBJ080/SUBJ080_ses-3.long.SUBJ080_tmpl	801.0	652.0	2182.0	1397.0	407.0	2613.0	4692.0	2616.0	808.0	4507.0	2264.0	2603.0	1587.0	2868.0	542.0	1192.0	1404.0	671.0	1389.0	1545.0	3477.0	1173.0	4690.0	3550.0	495.0	4886.0	6537.0	5327.0	2997.0	2699.0	172.0	367.0	271.0	1907.0	75283.9	1020813.0	1400490.59269
SUBJ081/SUBJ081_ses-1	750.0	489.0	1591.0	1373.0	345.0	2541.0	5766.0	2734.0	690.0	4616.0	2286.0	2825.0	1419.0	2885.0	627.0	1105.0	963.0	710.0	1087.0	1341.0	3265.0	854.0	4034.0	3129.0	434.0	4640.0	5275.0	4437.0	2824.0	2892.0	322.0	421.0	267.0	1920.0	70856.3	903195.0	1331171.1436
SUBJ081/SUBJ081_ses-1.long.SUBJ081_tmpl	739.0	523.0	1475.0	1346.0	331.0	2539.0	5802.0	2824.0	667.0	4509.0	1967.0	2810.0	1536.0	2797.0	607.0	1051.0	949.0	668.0	1085.0	1380.0	3320.0	852.0	3976.0	3090.0	391.0	4493.0	5339.0	4375.0	2836.0	2881.0	314.0	459.0	269.0	1879.0	70082.0	893494.0	1324370.17476
SUBJ081/SUBJ081_ses-2	741.0	523.0	1690.0	1363.0	360.0	2566.0	6095.0	2994.0	719.0	4604.0	1954.0	2888.0	1535.0	2845.0	621.0	1099.0	992.0	697.0	1070.0	1430.0	3402.0	909.0	4025.0	3079.0	400.0	4659.0	5390.0	4614.0	2893.0	3032.0	318.0	487.0	285.0	1911.0	72174.5	896202.0	1314095.74548
SUBJ081/SUBJ081_ses-2.long.SUBJ081_tmpl	736.0	515.0	1553.0	1363.0	346.0	2537.0	5878.0	2882.0	689.0	4529.0	1930.0	2792.0	1525.0	2776.0	614.0	1067.0	946.0	645.0	1066.0	1384.0	3393.0	865.0	4055.0	3074.0	382.0	4649.0	5348.0	4437.0	2817.0	2892.0	303.0	452.0	278.0	1897.0	70615.5	883636.0	1324370.17476
SUBJ081/SUBJ081_ses-3	729.0	484.0	1744.0	1392.0	357.0	2558.0	6280.0	2824.0	686.0	4692.0	2147.0	2751.0	1355.0	2822.0	629.0	1087.0	941.0	721.0	1017.0	1355.0	3405.0	881.0	4249.0	3078.0	356.0	4499.0	5277.0	4711.0	2804.0	2953.0	327.0	455.0	294.0	1934.0	71776.8	877958.0	1321364.72041
SUBJ081/SUBJ081_ses-3.long.SUBJ081_tmpl	728.0	498.0	1554.0	1387.0	329.0	2459.0	6038.0	2766.0	703.0	4474.0	1905.0	2730.0	1641.0	2702.0	600.0	1061.0	912.0	662.0	1032.0	1379.0	3354.0	826.0	3957.0	3064.0	367.0	4466.0	5269.0	4547.0	2757.0	2842.0	292.0	446.0	286.0	1878.0	69910.4	861310.0	1324370.17476
SUBJ082/SUBJ082_ses-1	1007.0	723.0	2243.0	2001.0	432.0	2785.0	6259.0	3131.0	849.0	6140.0	2925.0	3067.0	2164.0	3727.0	658.0	1659.0	1485.0	888.0	1364.0	1681.0	4153.0	1346.0	4864.0	4164.0	661.0	7272.0	7354.0	5008.0	4315.0	3588.0	316.0	454.0	331.0	2223.0	91232.8	1230538.0	1757597.72426
SUBJ082/SUBJ082_ses-1.long.SUBJ082_tmpl	1051.0	726.0	2314.0	1930.0	390.0	2732.0	6190.0	2971.0	857.0	5972.0	2553.0	3009.0	2148.0	3628.0	659.0	1563.0	1352.0	913.0	1414.0	1680.0	4151.0	1352.0	4805.0	4130.0	661.0	6945.0	7365.0	4914.0	4291.0	3558.0	319.0	466.0	309.0	2492.0	89813.0	1217089.0	1759436.09585
SUBJ082/SUBJ082_ses-2	1103.0	714.0	2163.0	2002.0	343.0	2815.0	6189.0	3021.0	919.0	6141.0	3010.0	3184.0	2118.0	3687.0	646.0	1602.0	1396.0	885.0	1455.0	1693.0	4206.0	1399.0	4903.0	4162.0	655.0	7180.0	7337.0	4995.0	4341.0	3539.0	323.0	475.0	320.0	2188.0	91105.7	1228511.0	1763093.77496
SUBJ082/SUBJ082_ses-2.long.SUBJ082_tmpl	1048.0	709.0	2317.0	1934.0	420.0	2691.0	6206.0	2965.0	883.0	6057.0	2562.0	3012.0	2136.0	3658.0	676.0	1578.0	1339.0	902.0	1425.0	1682.0	4162.0	1380.0	4849.0	4120.0	675.0	6930.0	7332.0	4946.0	4262.0	3563.0	326.0	448.0	305.0	2571.0	90068.0	1220166.0	1759436.09585
SUBJ082/SUBJ082_ses-3	1067.0	713.0	2210.0	1877.0	406.0	2737.0	6121.0	2939.0	915.0	5883.0	2576.0	2972.0	2063.0	3555.0	649.0	1597.0	1469.0	853.0	1374.0	1650.0	4154.0	1380.0	4805.0	4061.0	674.0	7137.0	7284.0	4941.0	4294.0	3564.0	300.0	432.0	291.0	2488.0	89424.3	1203359.0	1760801.98519
SUBJ082/SUBJ082_ses-3.long.SUBJ082_tmpl	1050.0	709.0	2313.0	1875.0	388.0	2687.0	6094.0	2909.0	907.0	5880.0	2511.0	2955.0	2087.0	3599.0	661.0	1568.0	1337.0	882.0	1391.0	1658.0	4109.0	1401.0	4802.0	4083.0	681.0	6885.0	7289.0	4850.0	4244.0	3559.0	311.0	439.0	297.0	2548.0	88958.1	1195489.0	1759436.09585
SUBJ083/SUBJ083_ses-1	1201.0	721.0	2533.0	1751.0	377.0	3897.0	5052.0	3509.0	834.0	6687.0	2991.0	2441.0	1884.0	3994.0	683.0	1267.0	1154.0	789.0	1420.0	1449.0	3979.0	1264.0	4032.0	3655.0	694.0	5907.0	8710.0	4264.0	4377.0	4950.0	233.0	524.0	397.0	2313.0	89930.0	1212405.0	1697912.41041
SUBJ083/SUBJ083_ses-1.long.SUBJ083_tmpl	1083.0	623.0	1905.0	1686.0	374.0	3836.0	5437.0	3344.0	816.0	6484.0	3005.0	2563.0	1822.0	3954.0	655.0	1597.0	1138.0	760.0	1431.0	1468.0	4002.0	1174.0	4199.0	4244.0	670.0	5475.0	6914.0	5469.0	4279.0	4520.0	230.0	549.0	386.0	2169.0	88259.4	1198933.0	1684898.63547
SUBJ083/SUBJ083_ses-2	1132.0	656.0	2098.0	1709.0	452.0	3837.0	6002.0	3601.0	859.0	6670.0	3138.0	2487.0	1821.0	4236.0	682.0	1785.0	1182.0	805.0	1483.0	1413.0	4234.0	1163.0	4578.0	4332.0	660.0	6185.0	7786.0	5954.0	4462.0	4907.0	226.0	450.0	407.0	2264.0	93654.7	1202412.0	1705743.47913
SUBJ083/SUBJ083_ses-2.long.SUBJ083_tmpl	1065.0	649.0	2014.0	1698.0	392.0	3832.0	5516.0	3300.0	825.0	6445.0	3064.0	2506.0	1776.0	3980.0	642.0	1712.0	1162.0	805.0	1412.0	1406.0	4100.0	1162.0	4486.0	4142.0	626.0	5844.0	7356.0	5898.0	4326.0	4533.0	262.0	498.0	384.0	2200.0	90017.5	1177758.0	1684898.63547
SUBJ083/SUBJ083_ses-3	1146.0	778.0	2580.0	1635.0	361.0	3847.0	4734.0	3426.0	814.0	6212.0	2693.0	2531.0	1759.0	4001.0	663.0	1388.0	1800.0	830.0	1521.0	1388.0	2899.0	1265.0	4315.0	3446.0	722.0	6926.0	8875.0	3883.0	4389.0	3366.0	242.0	521.0	382.0	2681.0	88013.6	1174693.0	1659623.31905
SUBJ083/SUBJ083_ses-3.long.SUBJ083_tmpl	1082.0	653.0	1939.0	1648.0	367.0	3807.0	5387.0	3347.0	820.0	6307.0	2714.0	2524.0	1737.0	3938.0	640.0	1520.0	1122.0	765.0	1360.0	1427.0	3970.0	1184.0	4192.0	4171.0	676.0	5485.0	6841.0	5321.0	4261.0	4511.0	228.0	542.0	355.0	2174.0	87014.9	1170511.0	1684898.63547
