rh.aparc.area	bankssts	caudalanteriorcingulate	caudalmiddlefrontal	cuneus	entorhinal	fusiform	inferiorparietal	inferiortemporal	isthmuscingulate	lateraloccipital	lateralorbitofrontal	lingual	medialorbitofrontal	middletemporal	parahippocampal	paracentral	parsopercularis	parsorbitalis	parstriangularis	pericalcarine	postcentral	posteriorcingulate	precentral	precuneus	rostralanteriorcingulate	rostralmiddlefrontal	superiorfrontal	superiorparietal	superiortemporal	supramarginal	frontalpole	temporalpole	transversetemporal	insula	WhiteSurfArea	BrainSegVolNotVent	eTIV
SUBJ083/SUBJ083_ses-4	1077.0	662.0	1951.0	1697.0	415.0	3867.0	5563.0	3256.0	905.0	6351.0	2426.0	2527.0	2069.0	3874.0	674.0	1648.0	1124.0	784.0	1428.0	1497.0	4066.0	1233.0	4474.0	4431.0	675.0	5082.0	7149.0	5815.0	4307.0	4635.0	244.0	448.0	378.0	2269.0	88992.5	1160740.0	1532904.61792
SUBJ083/SUBJ083_ses-4.long.SUBJ083_tmpl	1083.0	645.0	1898.0	1668.0	357.0	3880.0	5322.0	3274.0	864.0	6185.0	2906.0	2566.0	1892.0	3894.0	644.0	1594.0	1118.0	711.0	1360.0	1437.0	4035.0	1193.0	4282.0	4280.0	692.0	5255.0	6899.0	5511.0	4266.0	4579.0	199.0	435.0	359.0	2206.0	87490.8	1151401.0	1684898.63547
SUBJ086/SUBJ086_ses-1	767.0	469.0	1839.0	1443.0	496.0	3196.0	4959.0	3526.0	768.0	5432.0	2461.0	2196.0	1727.0	3250.0	538.0	1271.0	1076.0	690.0	1515.0	1245.0	3642.0	934.0	4144.0	3478.0	392.0	5206.0	5804.0	4783.0	3339.0	3081.0	220.0	475.0	308.0	2092.0	76759.8	1006408.0	1340817.64925
SUBJ086/SUBJ086_ses-1.long.SUBJ086_tmpl	775.0	472.0	1758.0	1475.0	521.0	3154.0	4947.0	3279.0	799.0	5288.0	2517.0	2321.0	1758.0	3229.0	503.0	1271.0	1054.0	706.0	1405.0	1236.0	3628.0	925.0	4138.0	3359.0	407.0	5177.0	5779.0	4794.0	3203.0	3017.0	230.0	529.0	270.0	2093.0	76016.5	1002505.0	1349679.48227
SUBJ086/SUBJ086_ses-2	774.0	439.0	1783.0	1385.0	524.0	3252.0	4926.0	3453.0	746.0	5593.0	2492.0	2244.0	1735.0	3307.0	549.0	1279.0	1087.0	675.0	1516.0	1270.0	3640.0	955.0	4129.0	3509.0	418.0	5286.0	5820.0	4780.0	3292.0	3081.0	233.0	552.0	307.0	2031.0	77065.3	999240.0	1336352.36292
SUBJ086/SUBJ086_ses-2.long.SUBJ086_tmpl	778.0	461.0	1759.0	1418.0	537.0	3138.0	4952.0	3250.0	766.0	5277.0	2473.0	2338.0	1694.0	3203.0	510.0	1275.0	1077.0	700.0	1393.0	1233.0	3573.0	931.0	4103.0	3360.0	408.0	5127.0	5768.0	4790.0	3182.0	3013.0	218.0	591.0	258.0	2061.0	75614.9	992600.0	1349679.48227
SUBJ090/SUBJ090_ses-1	913.0	625.0	1763.0	1362.0	275.0	2812.0	5365.0	3219.0	884.0	4301.0	2364.0	2594.0	1661.0	3283.0	533.0	1311.0	1265.0	692.0	1314.0	1143.0	3460.0	899.0	4267.0	3600.0	586.0	5580.0	6557.0	5431.0	3514.0	3879.0	230.0	337.0	254.0	2035.0	78306.2	961566.0	1466167.54361
SUBJ090/SUBJ090_ses-1.long.SUBJ090_tmpl	875.0	616.0	1635.0	1286.0	278.0	2689.0	5229.0	3155.0	867.0	4183.0	2367.0	2503.0	1662.0	3312.0	538.0	1291.0	1254.0	681.0	1294.0	1104.0	3409.0	847.0	4118.0	3604.0	570.0	5162.0	6418.0	5233.0	3388.0	3870.0	229.0	330.0	243.0	2038.0	76272.9	950657.0	1463089.88188
SUBJ090/SUBJ090_ses-2	890.0	612.0	1593.0	1339.0	307.0	2722.0	5123.0	3119.0	837.0	4190.0	2316.0	2541.0	1661.0	3216.0	516.0	1322.0	1273.0	644.0	1279.0	1135.0	3418.0	916.0	4073.0	3562.0	589.0	5187.0	6324.0	5290.0	3394.0	3698.0	243.0	331.0	280.0	2055.0	75993.1	945834.0	1466383.04122
SUBJ090/SUBJ090_ses-2.long.SUBJ090_tmpl	877.0	634.0	1639.0	1299.0	284.0	2689.0	5168.0	3170.0	821.0	4141.0	2389.0	2520.0	1675.0	3278.0	527.0	1292.0	1262.0	665.0	1286.0	1108.0	3391.0	832.0	4056.0	3619.0	577.0	5161.0	6313.0	5224.0	3362.0	3829.0	232.0	322.0	249.0	2056.0	75943.3	938375.0	1463089.88188
SUBJ091/SUBJ091_ses-1	799.0	550.0	2453.0	1488.0	464.0	2871.0	4764.0	3281.0	926.0	4984.0	2255.0	3410.0	1542.0	3443.0	549.0	1284.0	1354.0	741.0	1345.0	1396.0	3742.0	1153.0	4343.0	3557.0	476.0	5734.0	5776.0	5298.0	3249.0	3087.0	306.0	485.0	288.0	2140.0	79520.3	949094.0	1319462.03983
SUBJ091/SUBJ091_ses-1.long.SUBJ091_tmpl	811.0	588.0	2372.0	1421.0	424.0	2893.0	4641.0	3206.0	942.0	4900.0	2216.0	3359.0	1533.0	3400.0	553.0	1258.0	1335.0	737.0	1335.0	1409.0	3700.0	1178.0	4393.0	3561.0	508.0	5672.0	5713.0	5254.0	3222.0	3053.0	305.0	494.0	297.0	2187.0	78868.6	942938.0	1316131.66783
SUBJ092/SUBJ092_ses-1	835.0	610.0	1671.0	2176.0	395.0	2410.0	4322.0	2818.0	945.0	5097.0	2598.0	3132.0	1924.0	3164.0	557.0	1204.0	986.0	761.0	1337.0	1937.0	4052.0	1143.0	4969.0	3515.0	444.0	5707.0	6742.0	4517.0	3907.0	3291.0	323.0	433.0	319.0	2243.0	80485.0	1022273.0	1539825.69731
SUBJ092/SUBJ092_ses-1.long.SUBJ092_tmpl	791.0	563.0	1585.0	2061.0	376.0	2305.0	4193.0	2760.0	915.0	4933.0	2534.0	3019.0	1717.0	3119.0	523.0	1192.0	977.0	780.0	1310.0	1866.0	3967.0	1098.0	4933.0	3427.0	411.0	5201.0	6429.0	4469.0	3830.0	3226.0	357.0	401.0	309.0	2120.0	77697.1	1009666.0	1539888.2341
SUBJ092/SUBJ092_ses-2	834.0	569.0	1486.0	2085.0	465.0	2385.0	4364.0	3098.0	954.0	5052.0	2592.0	3232.0	1680.0	3245.0	547.0	1158.0	979.0	779.0	1310.0	1934.0	4017.0	1084.0	4801.0	3399.0	426.0	5113.0	6413.0	4573.0	3949.0	3326.0	312.0	450.0	304.0	2357.0	79263.7	1012901.0	1514902.54407
SUBJ092/SUBJ092_ses-2.long.SUBJ092_tmpl	789.0	525.0	1560.0	2068.0	378.0	2317.0	4151.0	2773.0	906.0	4887.0	2667.0	3067.0	1771.0	3090.0	535.0	1170.0	964.0	733.0	1299.0	1858.0	3925.0	1074.0	4741.0	3435.0	386.0	5064.0	6181.0	4405.0	3741.0	3208.0	346.0	447.0	302.0	2117.0	76880.0	993019.0	1539888.2341
SUBJ092/SUBJ092_ses-3	784.0	534.0	1566.0	2044.0	378.0	2230.0	4219.0	2821.0	930.0	4957.0	2500.0	3028.0	1674.0	3092.0	550.0	1201.0	992.0	744.0	1298.0	1848.0	3939.0	1107.0	4962.0	3492.0	441.0	5214.0	6675.0	4365.0	3851.0	3356.0	318.0	405.0	302.0	2139.0	77953.2	979772.0	1549641.91464
SUBJ092/SUBJ092_ses-3.long.SUBJ092_tmpl	785.0	534.0	1566.0	2061.0	361.0	2289.0	4101.0	2692.0	866.0	4861.0	2558.0	2996.0	1651.0	3114.0	515.0	1205.0	980.0	712.0	1287.0	1862.0	3920.0	1077.0	4778.0	3413.0	403.0	5139.0	6274.0	4350.0	3768.0	3260.0	350.0	409.0	295.0	2145.0	76575.6	974941.0	1539888.2341
SUBJ093/SUBJ093_ses-1	1142.0	764.0	2752.0	1560.0	356.0	2989.0	6762.0	3932.0	1012.0	4613.0	3133.0	3042.0	2468.0	3639.0	557.0	1737.0	1457.0	898.0	1597.0	1528.0	4575.0	1139.0	5703.0	5065.0	675.0	6452.0	8235.0	6382.0	4429.0	4335.0	254.0	499.0	304.0	2703.0	96678.1	1193793.0	1821563.82786
SUBJ093/SUBJ093_ses-1.long.SUBJ093_tmpl	1071.0	823.0	2708.0	1592.0	376.0	2968.0	6451.0	3752.0	1013.0	4632.0	3026.0	3034.0	2435.0	3585.0	572.0	1779.0	1465.0	893.0	1597.0	1575.0	4577.0	1158.0	5614.0	4955.0	690.0	6427.0	8103.0	6259.0	4392.0	4405.0	243.0	538.0	319.0	3027.0	96052.5	1187703.0	1835693.87422
SUBJ093/SUBJ093_ses-2	1103.0	754.0	2678.0	1501.0	389.0	3048.0	6593.0	3894.0	979.0	4675.0	2978.0	3066.0	2318.0	3642.0	544.0	1736.0	1439.0	931.0	1630.0	1589.0	4526.0	1140.0	5619.0	4952.0	689.0	6254.0	7965.0	6388.0	4366.0	4301.0	263.0	457.0	328.0	2921.0	95643.6	1182069.0	1834471.89581
SUBJ093/SUBJ093_ses-2.long.SUBJ093_tmpl	1048.0	757.0	2641.0	1532.0	368.0	2943.0	6405.0	3689.0	990.0	4625.0	2940.0	2919.0	2352.0	3496.0	569.0	1760.0	1445.0	870.0	1573.0	1591.0	4492.0	1135.0	5561.0	4859.0	662.0	6298.0	7939.0	6238.0	4320.0	4344.0	220.0	526.0	312.0	3000.0	94417.5	1170594.0	1835693.87422
SUBJ093/SUBJ093_ses-3	983.0	639.0	2453.0	1437.0	289.0	2475.0	5671.0	3215.0	851.0	4298.0	2647.0	2561.0	2168.0	3115.0	517.0	1613.0	1271.0	846.0	1419.0	1338.0	4141.0	1017.0	5198.0	4258.0	568.0	5595.0	7252.0	5669.0	3855.0	3836.0	229.0	406.0	287.0	2525.0	84641.0	1003868.0	1633472.82642
SUBJ093/SUBJ093_ses-3.long.SUBJ093_tmpl	996.0	733.0	2650.0	1403.0	426.0	2899.0	5907.0	3448.0	972.0	4164.0	3426.0	2824.0	2276.0	3150.0	559.0	1727.0	1640.0	771.0	1720.0	1613.0	4192.0	1076.0	5260.0	4685.0	1042.0	7067.0	7897.0	6381.0	4163.0	3966.0	166.0	378.0	327.0	3410.0	93267.9	1051023.0	1835693.87422
SUBJ094/SUBJ094_ses-1	999.0	832.0	1999.0	1625.0	415.0	3104.0	5987.0	3654.0	943.0	5114.0	3112.0	3381.0	1936.0	3578.0	557.0	1540.0	1311.0	1042.0	1925.0	1600.0	4413.0	1150.0	5258.0	4515.0	558.0	7765.0	7841.0	5733.0	3285.0	3233.0	315.0	543.0	333.0	2186.0	91770.3	1127200.0	1593464.47074
SUBJ094/SUBJ094_ses-1.long.SUBJ094_tmpl	959.0	762.0	1945.0	1613.0	405.0	2923.0	5823.0	3569.0	949.0	5136.0	3098.0	3280.0	1910.0	3557.0	541.0	1502.0	1333.0	980.0	1931.0	1610.0	4422.0	1169.0	5079.0	4485.0	552.0	7551.0	7715.0	5656.0	3265.0	3202.0	334.0	535.0	314.0	2183.0	90288.7	1121276.0	1575967.83243
SUBJ094/SUBJ094_ses-2	934.0	789.0	2086.0	1646.0	366.0	2999.0	5723.0	3720.0	939.0	4960.0	2844.0	3294.0	2052.0	3604.0	557.0	1509.0	1295.0	1008.0	1924.0	1606.0	4393.0	1158.0	5133.0	4400.0	537.0	7833.0	7873.0	5571.0	3376.0	3181.0	297.0	490.0	301.0	2289.0	90678.4	1112369.0	1563275.0671
SUBJ094/SUBJ094_ses-2.long.SUBJ094_tmpl	946.0	758.0	1988.0	1654.0	399.0	2896.0	5589.0	3543.0	942.0	5042.0	3004.0	3297.0	1840.0	3483.0	542.0	1482.0	1356.0	987.0	1902.0	1620.0	4393.0	1157.0	5041.0	4403.0	563.0	7808.0	7681.0	5474.0	3216.0	3231.0	292.0	533.0	311.0	2129.0	89501.3	1112783.0	1575967.83243
SUBJ094/SUBJ094_ses-3	992.0	739.0	2007.0	1749.0	434.0	2957.0	5647.0	3631.0	977.0	4816.0	2808.0	3363.0	1950.0	3548.0	565.0	1540.0	1322.0	966.0	1877.0	1633.0	4349.0	1116.0	5078.0	4478.0	529.0	7746.0	7732.0	5623.0	3221.0	3240.0	318.0	524.0	343.0	2190.0	90001.4	1122460.0	1572372.55942
SUBJ094/SUBJ094_ses-3.long.SUBJ094_tmpl	954.0	713.0	1959.0	1672.0	402.0	2917.0	5587.0	3556.0	933.0	4919.0	3075.0	3260.0	1773.0	3536.0	546.0	1500.0	1325.0	970.0	1935.0	1657.0	4370.0	1116.0	5014.0	4396.0	528.0	7642.0	7488.0	5479.0	3245.0	3200.0	327.0	512.0	322.0	2140.0	88966.6	1116048.0	1575967.83243
SUBJ094/SUBJ094_ses-4	844.0	682.0	1739.0	1466.0	336.0	2702.0	5098.0	3369.0	812.0	4363.0	2801.0	3077.0	1686.0	3103.0	495.0	1377.0	1173.0	825.0	1666.0	1473.0	3932.0	1024.0	4586.0	4006.0	471.0	7029.0	6893.0	5137.0	2967.0	2858.0	250.0	435.0	273.0	1999.0	80933.2	959287.0	1362932.06676
SUBJ094/SUBJ094_ses-4.long.SUBJ094_tmpl	917.0	866.0	2322.0	1683.0	401.0	2707.0	5122.0	3420.0	950.0	5002.0	3638.0	3880.0	1580.0	3092.0	528.0	1448.0	1728.0	754.0	2174.0	1693.0	4050.0	1055.0	4902.0	4378.0	915.0	8574.0	7756.0	5266.0	2945.0	2873.0	219.0	402.0	297.0	2339.0	89866.5	995533.0	1575967.83243
SUBJ095/SUBJ095_ses-1	750.0	544.0	2735.0	1152.0	473.0	2898.0	5251.0	3083.0	667.0	4429.0	2710.0	2316.0	1606.0	3105.0	547.0	1747.0	1279.0	825.0	1179.0	1095.0	3792.0	810.0	5052.0	2873.0	631.0	5518.0	6932.0	5221.0	3159.0	2762.0	266.0	494.0	276.0	2192.0	78364.9	984845.0	1568801.93607
SUBJ095/SUBJ095_ses-1.long.SUBJ095_tmpl	748.0	547.0	2597.0	1143.0	469.0	2893.0	5131.0	3004.0	652.0	4193.0	2575.0	2297.0	1740.0	3099.0	506.0	1598.0	1260.0	833.0	1140.0	1052.0	3758.0	814.0	5016.0	2876.0	675.0	5296.0	6631.0	5018.0	3121.0	2814.0	269.0	442.0	268.0	2188.0	76648.6	964003.0	1566051.93422
SUBJ096/SUBJ096_ses-1	895.0	652.0	2023.0	1351.0	512.0	3034.0	4642.0	3186.0	899.0	5072.0	3121.0	2884.0	1772.0	3003.0	582.0	1460.0	1370.0	725.0	2121.0	1453.0	4622.0	1351.0	4866.0	3378.0	555.0	5933.0	6479.0	4486.0	3417.0	3694.0	250.0	368.0	338.0	2385.0	82872.9	1087585.0	1420130.01079
SUBJ096/SUBJ096_ses-1.long.SUBJ096_tmpl	839.0	652.0	1960.0	1282.0	454.0	3056.0	4513.0	3107.0	929.0	4936.0	2874.0	2798.0	1715.0	3042.0	561.0	1443.0	1385.0	726.0	1995.0	1440.0	4554.0	1290.0	4818.0	3368.0	535.0	5770.0	6557.0	4524.0	3401.0	3735.0	260.0	358.0	303.0	2413.0	81593.8	1077844.0	1419536.40549
SUBJ096/SUBJ096_ses-2	860.0	636.0	1964.0	1377.0	463.0	2925.0	4587.0	3047.0	968.0	5064.0	2645.0	2890.0	1632.0	3007.0	566.0	1420.0	1355.0	717.0	2034.0	1454.0	4709.0	1342.0	4865.0	3248.0	529.0	5780.0	6428.0	4568.0	3464.0	3743.0	249.0	375.0	330.0	2656.0	81894.1	1084148.0	1426594.4446
SUBJ096/SUBJ096_ses-2.long.SUBJ096_tmpl	836.0	654.0	1947.0	1329.0	436.0	3017.0	4524.0	3105.0	931.0	5023.0	2853.0	2866.0	1695.0	3028.0	546.0	1406.0	1356.0	725.0	1994.0	1448.0	4513.0	1268.0	4768.0	3319.0	546.0	5714.0	6431.0	4484.0	3386.0	3730.0	255.0	393.0	303.0	2382.0	81208.9	1077497.0	1419536.40549
SUBJ097/SUBJ097_ses-1	673.0	513.0	1785.0	1227.0	313.0	2324.0	4352.0	2458.0	555.0	4422.0	2242.0	2242.0	1670.0	2699.0	412.0	1269.0	1163.0	579.0	1169.0	1051.0	4123.0	864.0	4342.0	2980.0	444.0	4517.0	5005.0	5053.0	2844.0	2952.0	273.0	385.0	233.0	2268.0	69398.9	857641.0	1259626.57075
SUBJ097/SUBJ097_ses-1.long.SUBJ097_tmpl	676.0	514.0	1747.0	1241.0	299.0	2352.0	4255.0	2525.0	576.0	4375.0	2464.0	2177.0	1603.0	2620.0	423.0	1236.0	1149.0	538.0	1103.0	1058.0	4030.0	874.0	4205.0	2961.0	409.0	4454.0	4898.0	4910.0	2781.0	2963.0	280.0	342.0	241.0	2074.0	68351.4	846756.0	1265926.4395
SUBJ097/SUBJ097_ses-2	707.0	574.0	2017.0	1314.0	358.0	2887.0	4682.0	3010.0	621.0	4415.0	2644.0	2202.0	1563.0	3115.0	418.0	1404.0	1223.0	640.0	1289.0	1025.0	4302.0	914.0	4627.0	3179.0	396.0	5004.0	5417.0	5251.0	3033.0	3087.0	255.0	415.0	289.0	2009.0	74279.0	879627.0	1279555.9608
SUBJ097/SUBJ097_ses-2.long.SUBJ097_tmpl	665.0	493.0	1847.0	1266.0	328.0	2395.0	4333.0	2447.0	578.0	4377.0	2408.0	2218.0	1471.0	2722.0	427.0	1322.0	1159.0	575.0	1155.0	1071.0	4164.0	900.0	4559.0	3023.0	389.0	4640.0	5216.0	5271.0	2834.0	2965.0	292.0	366.0	261.0	2014.0	70149.4	850508.0	1265926.4395
SUBJ099/SUBJ099_ses-1	830.0	805.0	1861.0	1541.0	410.0	2662.0	4539.0	3408.0	887.0	4676.0	2557.0	3081.0	1657.0	2748.0	591.0	1658.0	1126.0	745.0	1430.0	1523.0	4066.0	1069.0	4872.0	4039.0	571.0	5398.0	6127.0	5061.0	3107.0	3373.0	284.0	434.0	308.0	2269.0	79705.1	1052461.0	1563039.42165
SUBJ099/SUBJ099_ses-1.long.SUBJ099_tmpl	789.0	753.0	1851.0	1503.0	388.0	2638.0	4361.0	3146.0	930.0	4548.0	2436.0	2935.0	2023.0	2695.0	609.0	1547.0	1105.0	750.0	1368.0	1497.0	3990.0	1111.0	4770.0	4021.0	567.0	5289.0	6174.0	5071.0	3050.0	3274.0	279.0	484.0	285.0	2209.0	78443.2	1036610.0	1574175.42162
SUBJ099/SUBJ099_ses-2	763.0	761.0	1920.0	1493.0	419.0	2557.0	4510.0	3142.0	922.0	4559.0	2324.0	3013.0	1627.0	2604.0	622.0	1620.0	1162.0	741.0	1332.0	1506.0	4111.0	1124.0	4739.0	3886.0	562.0	5406.0	6122.0	5111.0	3001.0	3315.0	295.0	441.0	286.0	2553.0	78495.5	1035335.0	1571674.97116
SUBJ099/SUBJ099_ses-2.long.SUBJ099_tmpl	784.0	737.0	1811.0	1483.0	377.0	2584.0	4326.0	3055.0	951.0	4537.0	2369.0	2895.0	1935.0	2636.0	621.0	1543.0	1101.0	703.0	1363.0	1473.0	3941.0	1126.0	4706.0	3918.0	563.0	5200.0	6081.0	5036.0	2988.0	3229.0	279.0	460.0	268.0	2191.0	77270.7	1023895.0	1574175.42162
SUBJ099/SUBJ099_ses-3	768.0	749.0	1920.0	1490.0	371.0	2627.0	4590.0	3258.0	921.0	4536.0	2581.0	2989.0	1885.0	2661.0	589.0	1593.0	1151.0	710.0	1396.0	1500.0	4109.0	1102.0	4994.0	3947.0	574.0	5476.0	6322.0	4988.0	3084.0	3287.0	292.0	455.0	291.0	2205.0	79399.8	1025460.0	1583288.30526
SUBJ099/SUBJ099_ses-3.long.SUBJ099_tmpl	777.0	733.0	1810.0	1477.0	364.0	2570.0	4331.0	3052.0	915.0	4417.0	2481.0	2887.0	2021.0	2612.0	602.0	1532.0	1101.0	692.0	1334.0	1470.0	3948.0	1118.0	4701.0	3940.0	552.0	5174.0	6110.0	5006.0	3005.0	3207.0	256.0	462.0	269.0	2178.0	77105.5	1016805.0	1574175.42162
SUBJ100/SUBJ100_ses-1	615.0	539.0	1501.0	1147.0	421.0	2982.0	4118.0	3301.0	746.0	3712.0	2185.0	2231.0	1646.0	3239.0	493.0	1177.0	1023.0	684.0	1249.0	1044.0	3635.0	986.0	4116.0	3887.0	417.0	6148.0	5903.0	4722.0	3489.0	3960.0	221.0	451.0	347.0	1987.0	74312.8	896717.0	1465894.77609
SUBJ100/SUBJ100_ses-1.long.SUBJ100_tmpl	704.0	551.0	1539.0	1127.0	395.0	2942.0	4105.0	3396.0	725.0	3777.0	2347.0	2256.0	1526.0	3245.0	514.0	1216.0	1038.0	694.0	1247.0	1097.0	3533.0	1005.0	4106.0	3917.0	433.0	6109.0	5980.0	4683.0	3509.0	3928.0	235.0	480.0	337.0	1893.0	74591.7	893563.0	1462373.06071
SUBJ100/SUBJ100_ses-2	772.0	527.0	1551.0	1199.0	521.0	3043.0	4559.0	3834.0	713.0	4250.0	2302.0	2390.0	1444.0	3814.0	533.0	1219.0	1097.0	690.0	1270.0	1106.0	3829.0	960.0	4335.0	3972.0	447.0	6987.0	5949.0	5068.0	3658.0	4317.0	305.0	526.0	360.0	2247.0	79780.2	905871.0	1460671.87184
SUBJ100/SUBJ100_ses-2.long.SUBJ100_tmpl	774.0	534.0	1534.0	1160.0	398.0	2938.0	4562.0	3557.0	742.0	3998.0	2384.0	2334.0	1434.0	3545.0	525.0	1218.0	1047.0	674.0	1251.0	1116.0	3769.0	980.0	4299.0	3797.0	400.0	6493.0	5881.0	4928.0	3567.0	4202.0	274.0	488.0	332.0	1870.0	77005.7	890421.0	1462373.06071
SUBJ100/SUBJ100_ses-3	579.0	562.0	1482.0	1136.0	383.0	2898.0	4073.0	3166.0	736.0	3722.0	2216.0	2214.0	1439.0	3258.0	511.0	1200.0	1052.0	673.0	1105.0	1054.0	3605.0	980.0	4021.0	3780.0	404.0	6386.0	5778.0	4756.0	3393.0	3947.0	256.0	467.0	355.0	1871.0	73449.7	860881.0	1445731.05257
SUBJ100/SUBJ100_ses-3.long.SUBJ100_tmpl	712.0	540.0	1492.0	1146.0	380.0	2860.0	4084.0	3330.0	739.0	3699.0	2332.0	2212.0	1409.0	3205.0	514.0	1188.0	1026.0	634.0	1226.0	1090.0	3565.0	959.0	4034.0	3731.0	416.0	6281.0	5762.0	4714.0	3448.0	3928.0	277.0	470.0	313.0	1909.0	73624.6	851545.0	1462373.06071
SUBJ101/SUBJ101_ses-1	906.0	881.0	2604.0	1849.0	344.0	2965.0	5745.0	2955.0	892.0	5551.0	2924.0	3398.0	1842.0	3035.0	650.0	1577.0	1905.0	964.0	1792.0	2171.0	4170.0	1319.0	5554.0	3842.0	745.0	6587.0	7300.0	5499.0	4066.0	3426.0	247.0	375.0	408.0	2772.0	91258.5	1153737.0	1698179.18724
SUBJ101/SUBJ101_ses-1.long.SUBJ101_tmpl	801.0	918.0	2483.0	1758.0	348.0	2753.0	5468.0	2701.0	878.0	5456.0	2837.0	3304.0	1901.0	3026.0	617.0	1524.0	1729.0	897.0	1833.0	2137.0	4208.0	1299.0	5432.0	3792.0	744.0	6420.0	7133.0	5585.0	3955.0	3553.0	241.0	428.0	364.0	2694.0	89215.1	1142877.0	1707737.21796
SUBJ101/SUBJ101_ses-2	823.0	886.0	2557.0	1857.0	362.0	2679.0	5342.0	2693.0	873.0	5572.0	2877.0	3185.0	2080.0	2893.0	656.0	1656.0	1686.0	831.0	1732.0	2114.0	4202.0	1245.0	5590.0	3947.0	772.0	6378.0	7326.0	5538.0	3744.0	3431.0	267.0	454.0	355.0	2367.0	88929.3	1147698.0	1702296.42461
SUBJ101/SUBJ101_ses-2.long.SUBJ101_tmpl	803.0	898.0	2450.0	1765.0	363.0	2731.0	5155.0	2611.0	885.0	5367.0	2661.0	3349.0	1943.0	2841.0	640.0	1547.0	1689.0	768.0	1674.0	2138.0	4145.0	1292.0	5421.0	3806.0	779.0	6022.0	7050.0	5531.0	3740.0	3303.0	238.0	432.0	353.0	2496.0	86884.6	1140945.0	1707737.21796
SUBJ101/SUBJ101_ses-3	827.0	918.0	2375.0	1756.0	342.0	2863.0	5179.0	2593.0	927.0	5300.0	2596.0	3251.0	1805.0	2852.0	621.0	1550.0	1744.0	831.0	1677.0	2027.0	4007.0	1296.0	5276.0	3727.0	753.0	6057.0	7052.0	5418.0	3783.0	3385.0	233.0	386.0	366.0	2623.0	86382.6	1137396.0	1709692.33573
SUBJ101/SUBJ101_ses-3.long.SUBJ101_tmpl	808.0	891.0	2418.0	1715.0	349.0	2718.0	5141.0	2628.0	883.0	5204.0	2624.0	3206.0	1804.0	2815.0	634.0	1492.0	1695.0	766.0	1671.0	2056.0	3925.0	1280.0	5128.0	3765.0	764.0	5973.0	6997.0	5426.0	3712.0	3283.0	224.0	426.0	347.0	2346.0	85112.2	1130876.0	1707737.21796
SUBJ101/SUBJ101_ses-4	778.0	893.0	2422.0	1815.0	337.0	2937.0	5280.0	2498.0	939.0	5267.0	2534.0	3478.0	1931.0	2737.0	645.0	1573.0	1786.0	840.0	1656.0	2223.0	3930.0	1317.0	5430.0	3823.0	781.0	5838.0	7177.0	5514.0	3751.0	3398.0	271.0	419.0	380.0	2739.0	87209.5	1158992.0	1552406.94182
SUBJ101/SUBJ101_ses-4.long.SUBJ101_tmpl	806.0	912.0	2490.0	1842.0	356.0	2800.0	5193.0	2558.0	894.0	5314.0	2692.0	3461.0	1944.0	2873.0	621.0	1501.0	1728.0	740.0	1726.0	2221.0	3989.0	1292.0	5174.0	3844.0	802.0	5966.0	7059.0	5502.0	3781.0	3319.0	215.0	381.0	368.0	2649.0	87014.5	1162294.0	1707737.21796
SUBJ103/SUBJ103_ses-1	991.0	681.0	1710.0	1499.0	491.0	2906.0	5864.0	3317.0	788.0	4415.0	2586.0	2796.0	1767.0	3586.0	575.0	1346.0	1135.0	903.0	1288.0	1338.0	3424.0	1084.0	4530.0	3454.0	639.0	5398.0	6387.0	4757.0	3808.0	3268.0	238.0	439.0	345.0	2274.0	80014.8	1065063.0	1390833.41048
SUBJ103/SUBJ103_ses-1.long.SUBJ103_tmpl	1001.0	682.0	1639.0	1478.0	458.0	2814.0	5836.0	3227.0	768.0	4473.0	2495.0	2760.0	1869.0	3505.0	531.0	1341.0	1131.0	867.0	1333.0	1368.0	3455.0	1070.0	4457.0	3496.0	605.0	5287.0	6256.0	4675.0	3742.0	3295.0	239.0	415.0	343.0	2166.0	79080.5	1055589.0	1388710.58208
SUBJ103/SUBJ103_ses-2	1007.0	663.0	1682.0	1403.0	468.0	2833.0	5892.0	3247.0	793.0	4564.0	2504.0	2701.0	1676.0	3485.0	532.0	1312.0	1172.0	872.0	1263.0	1330.0	3401.0	1040.0	4568.0	3390.0	595.0	5345.0	6306.0	4753.0	3701.0	3298.0	231.0	418.0	341.0	2136.0	78921.6	1036791.0	1386932.67134
SUBJ103/SUBJ103_ses-2.long.SUBJ103_tmpl	999.0	668.0	1642.0	1434.0	460.0	2796.0	5743.0	3097.0	768.0	4493.0	2453.0	2706.0	1805.0	3414.0	527.0	1312.0	1111.0	836.0	1307.0	1342.0	3380.0	1047.0	4443.0	3418.0	634.0	5279.0	6111.0	4694.0	3699.0	3236.0	243.0	396.0	300.0	2141.0	77932.9	1027829.0	1388710.58208
SUBJ103/SUBJ103_ses-3	976.0	635.0	1669.0	1464.0	371.0	2733.0	5679.0	2989.0	799.0	4202.0	2370.0	2800.0	1903.0	3318.0	588.0	1393.0	1123.0	915.0	1288.0	1424.0	3477.0	1071.0	4537.0	3467.0	619.0	4995.0	6222.0	4683.0	3738.0	3218.0	282.0	390.0	333.0	2274.0	77926.6	1043474.0	1302390.22033
